"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","0","0","HELICOPTER","0","5","0","5451","HELICOPTER","0","2017-03-28 23:58:49","31166"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","1","1","SUNLIGHT","5","5","1","9393","SUNLIGHT",,"2017-03-28 23:59:13","31167"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","2","0","HELICOPTER","0","5","1","2050","HELICOPTER","0","2017-03-28 23:59:28","31168"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","3","1","SUNLIGHT","5","5","1","1486","SUNLIGHT",,"2017-03-28 23:59:41","31169"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","4","1","STRUCTURE","5","5","1","1598","STRUCTURE",,"2017-03-28 23:59:53","31170"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","5","0","HELICOPTER","0","5","1","1353","HELICOPTER","0","2017-03-29 00:00:05","31171"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","6","0","WEDDING","0","5","0","2167","WEDDING","0","2017-03-29 00:00:14","31172"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","7","0","STOMACH","10","5","0","1459","STOMACH","10","2017-03-29 00:00:26","31173"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","8","1","TRAFFIC","5","5","1","1355","TRAFFIC","0","2017-03-29 00:00:37","31174"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","9","0","FOOTBALL","10","5","0","2337","FOOTBALL","10","2017-03-29 00:00:48","31175"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","10","0","FOOTBALL","10","5","0","1313","FOOTBALL","10","2017-03-29 00:00:59","31176"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","11","0","STOMACH","10","5","0","2638","STOMACH","10","2017-03-29 00:01:11","31177"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","12","0","FOOTBALL","10","5","0","1459","FOOTBALL","10","2017-03-29 00:01:19","31178"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","13","0","DOORWAY","0","5","0","1874","DOORWAY","0","2017-03-29 00:01:30","31179"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","14","0","WEDDING","0","5","1","2637","WEDDING","0","2017-03-29 00:01:40","31180"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","15","0","COMMUNITY","0","5","0","1261","COMMUNITY","0","2017-03-29 00:01:51","31181"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","16","0","KEYBOARD","0","5","0","1189","KEYBOARD","0","2017-03-29 00:02:03","31182"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","17","1","STRUCTURE","5","5","1","1382","STRUCTURE",,"2017-03-29 00:02:12","31183"
"A3FQDPUAXJB0BS","cs_wg_v3_poss_pilot1","3Z7ISHFUH0WMH9K6L89OIQZZ0LN8Z3","18","1","UMBRELLA","5","5","1","1433","UMBRELLA",,"2017-03-29 00:02:21","31184"
