"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A2OC2MOL9TJ8BN","cs_wg_full_v4_conf_pilot1","37FMASSAYCSJOHT3OG5C9XMDZTFBI4","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","29108","0","1","November",,"16000",,,"2018-07-19 17:30:09","23066"
"A2OC2MOL9TJ8BN","cs_wg_full_v4_conf_pilot1","37FMASSAYCSJOHT3OG5C9XMDZTFBI4","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""September"":0,""March"":0,""April"":0,""May"":0,""January"":0,""December"":1,""June"":0,""October"":1,""February"":0,""August"":0,""July"":0,""November"":1}",,"12992",,,"2018-07-19 17:31:09","23067"
"A6SKM7JAK74D5","cs_wg_full_v4_conf_pilot1","345LHZDEDXTJUDKQ34FKAHCC5WP3UD","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","11446","15","0","Dece",,"16000",,,"2018-07-19 17:48:06","23068"
"A3AV0VB57J8RXD","cs_wg_full_v4_conf_pilot1","33F859I566EJSMIJIYNR9LLYZG0BHB","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","23769","26","0","september",,"16000",,,"2018-07-19 17:48:13","23069"
"A6SKM7JAK74D5","cs_wg_full_v4_conf_pilot1","345LHZDEDXTJUDKQ34FKAHCC5WP3UD","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""September"":1,""March"":0,""October"":1,""July"":0,""January"":0,""May"":0,""November"":1,""February"":0,""August"":0,""April"":0,""December"":0,""June"":0}",,"8590",,,"2018-07-19 17:49:07","23070"
"A3AV0VB57J8RXD","cs_wg_full_v4_conf_pilot1","33F859I566EJSMIJIYNR9LLYZG0BHB","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""August"":0,""June"":0,""September"":1,""March"":0,""July"":0,""October"":0,""February"":1,""November"":0,""January"":0,""April"":0,""May"":0,""December"":-1}",,"21777",,,"2018-07-19 17:49:26","23071"
"AQ9Y6WD8O72ZC","cs_wg_full_v4_conf_pilot1","34MAJL3QP4OKDFQBOYO2XDEI6J143R","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","38423","0","1","n","november","16000",,,"2018-07-19 17:51:50","23072"
"A1VV2UWNLV3WC1","cs_wg_full_v4_conf_pilot1","3Z3ZLGNNSIVR2KD9MVVF0GFN2BJ3Q8","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","4599","26","0","123117","100","16000",,,"2018-07-19 17:53:14","23073"
"AQ9Y6WD8O72ZC","cs_wg_full_v4_conf_pilot1","34MAJL3QP4OKDFQBOYO2XDEI6J143R","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":0,""November"":1,""July"":0,""February"":0,""June"":0,""April"":0,""December"":0,""September"":0,""August"":0,""March"":0,""October"":0,""May"":0}",,"27488",,,"2018-07-19 17:53:25","23074"
"A1UXNE9W0BVXIG","cs_wg_full_v4_conf_pilot1","38JBBYETQOBNND68DI5YG4IFX8RE4S","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","14311","30","0","11","JUNE","16000",,,"2018-07-19 17:53:41","23075"
"A1VV2UWNLV3WC1","cs_wg_full_v4_conf_pilot1","3Z3ZLGNNSIVR2KD9MVVF0GFN2BJ3Q8","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":1,""June"":0,""July"":1,""May"":1,""December"":1,""February"":1,""March"":1,""August"":1,""September"":1,""November"":1,""October"":1,""April"":1}",,"5611",,,"2018-07-19 17:54:18","23076"
"A1UXNE9W0BVXIG","cs_wg_full_v4_conf_pilot1","38JBBYETQOBNND68DI5YG4IFX8RE4S","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""July"":1,""May"":1,""December"":1,""January"":1,""April"":1,""September"":1,""June"":1,""November"":1,""October"":1,""February"":1,""March"":1,""August"":1}",,"5255",,,"2018-07-19 17:54:48","23077"
"AA05GDUNJHJ2Z","cs_wg_full_v4_conf_pilot1","3M0BCWMB8VX1PCD8DX9RAOVLE4CWBV","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","5050","15","0","JUNE","JULY","16000",,,"2018-07-19 17:59:51","23078"
"ACF5RHQVFCHJX","cs_wg_full_v4_conf_pilot1","37TRT2X24QSFJSD96YQCLY1DC84BJG","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","12777","26","0",,"C","16000",,,"2018-07-19 18:27:00","23079"
"ACF5RHQVFCHJX","cs_wg_full_v4_conf_pilot1","37TRT2X24QSFJSD96YQCLY1DC84BJG","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""July"":1,""February"":1,""September"":1,""April"":0,""December"":1,""May"":1,""March"":1,""October"":1,""November"":1,""June"":1,""January"":1,""August"":-1}",,"7879",,,"2018-07-19 18:28:11","23080"
"A3FIRQZ66A72GI","cs_wg_full_v4_conf_pilot1","3X66WABAJWJ0PVJVJZQ362BLWPG3GL","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","10680","15","0",,,"16000",,,"2018-07-19 18:39:30","23081"
"A3AAEVWSELGLRN","cs_wg_full_v4_conf_pilot1","3SUWZRL0MYE120AMW6YDD22TTZX6E5","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","8411","26","0","3","march","16000",,,"2018-07-19 18:40:38","23082"
"A3FIRQZ66A72GI","cs_wg_full_v4_conf_pilot1","3X66WABAJWJ0PVJVJZQ362BLWPG3GL","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":1,""August"":-1,""March"":0,""May"":0,""February"":0,""July"":0,""January"":0,""June"":1,""December"":0,""September"":0,""November"":0,""April"":0}",,"7832",,,"2018-07-19 18:40:40","23083"
"A3AAEVWSELGLRN","cs_wg_full_v4_conf_pilot1","3SUWZRL0MYE120AMW6YDD22TTZX6E5","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":1,""April"":1,""February"":0,""July"":-1,""September"":-1,""June"":0,""August"":1,""October"":0,""December"":1,""March"":1,""May"":1,""November"":1}",,"46496",,,"2018-07-19 18:42:26","23084"
