"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","0","0","FOOTBALL","0","5","0","2429","football","0","2017-03-24 17:18:52","4169"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","0","0","WEDDING","2","5","0","4856","WEDDING","2","2017-03-24 17:18:53","4170"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","1","0","MACHINE","10","5","0","2049","machine","10","2017-03-24 17:19:02","4171"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","1","0","DOORWAY","0","5","0","2448","DOORWAY","0","2017-03-24 17:19:06","4172"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","2","0","STOMACH","1","5","0","1874","stomach","1","2017-03-24 17:19:11","4173"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","2","0","TRAFFIC","10","5","1","1689","TRAFFIC","10","2017-03-24 17:19:17","4174"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","3","0","MACHINE","10","5","0","1643","machine","10","2017-03-24 17:19:20","4175"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","3","0","BOOKSHELF","0","5","1","2271","bookshelf","0","2017-03-24 17:19:29","4176"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","4","0","STOMACH","1","5","1","2405","stomach","1","2017-03-24 17:19:35","4177"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","4","0","KEYBOARD","1","5","1","1756","keyboard","1","2017-03-24 17:19:40","4178"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","5","0","LADDER","9","5","0","1419","ladder","9","2017-03-24 17:19:43","4179"
"A36TE52PSYAAD6","cs_wg_v4_pilot1","3OUYGIZWR7ZALGDX3VY7YDR373YP00","6","0","UMBRELLA","10","5","0","1284","umbrella","10","2017-03-24 17:19:50","4180"
"A4IH4CO046EV3","cs_wg_v4_pilot1","3ZAK8W07I4FNDLLTKHX18JE2FKQU01","5","0","KEYBOARD","1","5","1","1983","keyboard","1","2017-03-24 17:19:51","4181"
