"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","0","0","MACHINE","0","5","1","2259","MACHINE","0","2017-03-29 16:55:02","31646"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","1","0","BASKET","10","5","1","1510","BASKET","10","2017-03-29 16:55:11","31647"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","2","0","KEYBOARD","10","5","1","2034","KEYBOARD","10","2017-03-29 16:55:21","31648"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","3","0","KEYBOARD","10","5","1","9324","KEYBOARD","10","2017-03-29 16:55:40","31649"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","4","1","FOOTBALL","5","5","1","1162","FOOTBALL",,"2017-03-29 16:55:48","31650"
"AD1WGUMVD6KED","cs_wg_v3_poss_real1","36U2A8VAG1067KC2YB48UOZOPTJYKV","0","1","KEYBOARD","5","5","1","5757","keyboard",,"2017-03-29 16:55:57","31651"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","5","0","BOOKSHELF","0","5","1","533","BOOKSHELF","0","2017-03-29 16:55:58","31652"
"A3TYA2ATHN50AW","cs_wg_v3_poss_real1","31LVTDXBL7B8UPIY5GOF1SJ6B69LRJ","0","0","BOOKSHELF","10","5","0","3952","bookshelf","10","2017-03-29 16:56:02","31653"
"A3KECQ3YIW2I0F","cs_wg_v3_poss_real1","3RUIQRXJBBPXRRNL0WRJFGA75EKLLT","0","1","LADDER","5","5","1","4484","LADDER",,"2017-03-29 16:56:04","31654"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","6","0","WEDDING","10","5","1","2043","WEDDING","10","2017-03-29 16:56:06","31655"
"A3F8G26PENQ6EO","cs_wg_v3_poss_real1","3VNL7UK1XFKZACLUNUQC6UF42VKTFZ","0","1","COMMUNITY","5","5","1","4103","community",,"2017-03-29 16:56:15","31656"
"A3TYA2ATHN50AW","cs_wg_v3_poss_real1","31LVTDXBL7B8UPIY5GOF1SJ6B69LRJ","1","0","COMMUNITY","0","5","0","2274","community","0","2017-03-29 16:56:16","31657"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","7","1","COMMUNITY","5","5","1","1327","COMMUNITY","5","2017-03-29 16:56:17","31658"
"A21UA6O7ZFAIQJ","cs_wg_v3_poss_real1","3YT88D1N08Z5RHFE9QBI4U3BGSP3KV","0","0","MACHINE","0","5","0","5088","machine","0","2017-03-29 16:56:18","31659"
"AD1WGUMVD6KED","cs_wg_v3_poss_real1","36U2A8VAG1067KC2YB48UOZOPTJYKV","1","0","BASKET","0","5","0","4762","basket","0","2017-03-29 16:56:23","31660"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","8","0","STRUCTURE","0","5","1","618","STRUCTURE","0","2017-03-29 16:56:25","31661"
"A3KECQ3YIW2I0F","cs_wg_v3_poss_real1","3RUIQRXJBBPXRRNL0WRJFGA75EKLLT","1","0","FOOTBALL","0","5","1","8267","FOOTBALL","0","2017-03-29 16:56:26","31662"
"A30V0XGG1XNYI7","cs_wg_v3_poss_real1","3TOK3KHVJTJ6IR1G9U61OSW05ZKO74","0","0","BOOKSHELF","0","5","1","18660","BOOKSHELF","5","2017-03-29 16:56:29","31663"
"A21UA6O7ZFAIQJ","cs_wg_v3_poss_real1","3YT88D1N08Z5RHFE9QBI4U3BGSP3KV","1","0","MACHINE","0","5","1","2708","MACHINE","0","2017-03-29 16:56:31","31664"
"A3F8G26PENQ6EO","cs_wg_v3_poss_real1","3VNL7UK1XFKZACLUNUQC6UF42VKTFZ","1","0","HELICOPTER","0","5","1","3553","helicopter","0","2017-03-29 16:56:31","31665"
"A142ZRU284W9O","cs_wg_v3_poss_real1","3QBD8R3Z21K9Z4JX7W8ULGCQEXUO4K","9","1","COMMUNITY","5","5","1","1166","COMMUNITY",,"2017-03-29 16:56:33","31666"
"A3PIIKN7MTJ3O7","cs_wg_v3_poss_real1","3HHRAGRYX86AWAP9OR4L2ON60P8O9G","0","0","STRUCTURE","0","5","0","4531","structure","0","2017-03-29 16:56:35","31667"
"A3TYA2ATHN50AW","cs_wg_v3_poss_real1","31LVTDXBL7B8UPIY5GOF1SJ6B69LRJ","2","1","WEDDING","5","5","1","2670","wedding","5","2017-03-29 16:56:36","31668"
