"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","choice","scratch","rt","stamp","id"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]","0","70","0","Football
","Football
Bookshelf","70108","2017-02-20 20:06:53","374"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most vertical lines","5","[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]","1","40","1","BOOKSHELF","BOOKSHELF
STRUCTURE
MOUNTAIN
WEDDING
MILITARY","60552","2017-02-20 20:08:22","375"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most letters come after the word's third letter in the alphabet.","2","[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]","2","40","0","WEDDING","MIL
WEDDING
CHOCOLATE
COMMUNITY
MOUNTAIN
","60980","2017-02-20 20:10:15","376"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most letters in alphabet between word's 4th and 5th letters","4","[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]","3","15","1","STRUCTURE","CHOCOLATE
MOUNTAIN
STRUCTURE","60769","2017-02-20 20:11:42","377"
"A2WYCY1FMQOD5F","cs_wg_v2_real2","3FK0YFF9PZH3J1B9S4VVPY6BIJ8VV2","test","Most horizontal lines","6","[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]","0","20","0","wedding",,"65645","2017-02-20 20:12:00","378"
"A39Q4SNT7SRK94","cs_wg_v2_real2","3O7L7BFSHEQHVK5NY772A5SVAM9EII","test","Most horizontal lines","6","[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]","0","30","0","HAG",,"68214","2017-02-20 20:12:36","379"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most letters in the set: T, P, O, K, I, C, H.","1","[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]","4","30","1","CHOCOLATE","CHOCOLATE","66726","2017-02-20 20:13:03","380"
"A39Q4SNT7SRK94","cs_wg_v2_real2","3O7L7BFSHEQHVK5NY772A5SVAM9EII","test","Most letters come after the word's third letter in the alphabet.","2","[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]","1","60","0","30",,"60691","2017-02-20 20:13:41","381"
"ALEJV7D94ZLHF","cs_wg_v2_real2","3I3WADAZ9Q5RVNNXL1R4Q8I4929O5M","test","Most letters before word's second letter in alphabet","3","[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]","5","20","1","SUNSHINE","COMMUNITY
MOUNTAIN
UMBRELLA
SUNSHINE","62812","2017-02-20 20:14:23","382"
"A39Q4SNT7SRK94","cs_wg_v2_real2","3O7L7BFSHEQHVK5NY772A5SVAM9EII","test","Most letters before word's second letter in alphabet","3","[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]","2","20","1","nude",,"66738","2017-02-20 20:14:51","383"
