subject,version,assignmentId,cond,question,question_ind,all_values,question_order,comp_check,comp_check_pass,choice,scratch,rt,stamp,id
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",2,60,0,traffic,,30003,3/21/17 18:39,1499
A29VV8U7XTHC3B,cs_wg_v3_pilot1,3VBEN272MK049C4A9ER4EAJU0NWGSD,test,Memory,8,[0],8,100,1,"[""helicopter"",""bookshelf"",""stomach"",""ladder"",""structure"",""football"",""machine"",""traffic"",""community"",","[""2"",""2"",""0"",""0"",""10"",""9"",""8"",""10"",""8"",""9"","""",""""]",125016,3/21/17 18:39,1500
A33QUS4NRVVMTN,cs_wg_v3_pilot1,3Z2R0DQ0JHFDKZRL94MANPLEPDIE2R,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",4,25,1,traffic,,30005,3/21/17 18:39,1501
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",2,70,1,HELICOPTER,,30003,3/21/17 18:40,1502
A32QE8R5YBNXVD,cs_wg_v3_pilot1,3WOKGM4L71HS0G1WOVLS9DMDWH4O0L,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,15,1,speak,,30015,3/21/17 18:40,1503
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",3,30,0,football,,30004,3/21/17 18:41,1504
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",2,40,1,helicopter,HELICOPTE,30008,3/21/17 18:41,1505
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",0,60,1,bookshelf,structure umbrella bookshelf,30005,3/21/17 18:41,1506
A33QUS4NRVVMTN,cs_wg_v3_pilot1,3Z2R0DQ0JHFDKZRL94MANPLEPDIE2R,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",5,30,0,umbrella,,30005,3/21/17 18:41,1507
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",3,60,0,DOORWAY,"DOORWAYHELICOPTERUMBRELLABOOKSHELF",30002,3/21/17 18:41,1508
A32QE8R5YBNXVD,cs_wg_v3_pilot1,3WOKGM4L71HS0G1WOVLS9DMDWH4O0L,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",6,30,1,subcommittee,,30000,3/21/17 18:42,1509
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",4,60,0,structure,umbrella doorway,30003,3/21/17 18:42,1510
A33QUS4NRVVMTN,cs_wg_v3_pilot1,3Z2R0DQ0JHFDKZRL94MANPLEPDIE2R,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",6,40,1,community,,30007,3/21/17 18:42,1511
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",3,70,0,stomach,umbrella,30006,3/21/17 18:43,1512
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",1,15,1,community,,30006,3/21/17 18:43,1513
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",4,40,1,BOOKSHELF,,30002,3/21/17 18:43,1514
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",0,70,0,,,30004,3/21/17 18:43,1515
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",5,60,1,helicopter,stomach traffic,30002,3/21/17 18:44,1516
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",4,60,1,,bookshelf,30004,3/21/17 18:44,1517
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",1,60,0,biletter,,30002,3/21/17 18:44,1518
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",0,30,1,football,,30009,3/21/17 18:44,1519
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",2,20,1,structure,,30005,3/21/17 18:44,1520
A32QE8R5YBNXVD,cs_wg_v3_pilot1,3WOKGM4L71HS0G1WOVLS9DMDWH4O0L,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",7,20,0,open,op,30012,3/21/17 18:44,1521
A33QUS4NRVVMTN,cs_wg_v3_pilot1,3Z2R0DQ0JHFDKZRL94MANPLEPDIE2R,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",7,20,1,football,,30004,3/21/17 18:44,1522
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",5,20,1,STRUCTURE,"STRUCTURESTOMACH",30003,3/21/17 18:44,1523
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",6,100,0,umbrella,ladder stomach,30001,3/21/17 18:45,1524
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",2,40,0,,,30003,3/21/17 18:45,1525
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",3,25,1,traffic,,30003,3/21/17 18:45,1526
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",1,30,0,bookshelf,football ladder bookshelf,30009,3/21/17 18:45,1527
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",7,70,1,helicopter,HELICOPTER,30002,3/21/17 18:46,1528
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",5,60,0,HELCIPTER,FOOTBALL,30006,3/21/17 18:46,1529
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",6,25,1,TRAFFIC,"TRAFFICCOMMUNITYUMBRELLALADDERMACHINE",30959,3/21/17 18:46,1530
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,"Most letters in the set: T, P, O, K, I, C, H.",1,"[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]",4,30,1,desktop,,30004,3/21/17 18:46,1531
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",3,40,0,,,30002,3/21/17 18:47,1532
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",2,25,1,umbrella,,30015,3/21/17 18:47,1533
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",6,25,1,WEDDING,LADDER WEDDING ,30006,3/21/17 18:47,1534
A32QE8R5YBNXVD,cs_wg_v3_pilot1,3WOKGM4L71HS0G1WOVLS9DMDWH4O0L,test,Memory,8,[0],8,100,1,"[""ladder"",""stomach"",""wedding"",""football"",""helicopter"",""structure"",""bookshelf"",""umbrella"",""community""","[""2"",""9"",""8"",""10"",""10"",""0"",""1"",""1"",""8"",""2"",""0"",""""]",125015,3/21/17 18:47,1535
A33QUS4NRVVMTN,cs_wg_v3_pilot1,3Z2R0DQ0JHFDKZRL94MANPLEPDIE2R,test,Memory,8,[0],8,100,1,"[""umbrella"",""wedding"",""traffic"",""community"",""football"",""machine"",""bookshelf"",""stomach"",""ladder"","""",""","[""10"",""9"",""2"",""2"",""0"",""9"",""1"",""0"",""8"","""","""",""""]",125023,3/21/17 18:47,1536
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",4,30,0,,,30001,3/21/17 18:47,1537
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",7,15,1,STRUCTURE,,30003,3/21/17 18:47,1538
A1ALBJU1XOKYFH,cs_wg_v3_pilot1,3VA45EW49NOS75MEKEPSNI5N19AO1O,test,Memory,8,[0],8,100,1,"[""doorway"",""football"",""community"",""Structure"",""Helicopter"",""Traffic"",""ladder"",""Umbrella"",""Wedding"",""","[""0"",""10"",""8"",""10"",""9"",""9"",""8"",""1"",""1"",""0"","""",""""]",125007,3/21/17 18:48,1539
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",7,20,0,STOMACH,STOMACH,30005,3/21/17 18:48,1540
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",3,20,1,structure,bookshelf umbrella struc,30012,3/21/17 18:48,1541
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",5,70,1,MACHINE,,30000,3/21/17 18:48,1542
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",5,40,0,,,30002,3/21/17 18:49,1543
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",4,60,1,bookshelf,football ,30002,3/21/17 18:49,1544
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",6,40,1,community,,30006,3/21/17 18:50,1545
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",6,25,0,,,30004,3/21/17 18:50,1546
A11S8IAAVDXCUS,cs_wg_v3_pilot1,3LO69W1SU3EH5Z9KP5U32O5Z8TOLG4,test,Memory,8,[0],8,100,1,"[""TRAFFIC"",""BOOKSHELF"",""FOOTBALL"",""UMBRELLA"",""DOORWAY"",""COMMUNITY"",""STOMACH"",""MACHINE"",""STRUCTURE"",""","[""8"",""1"",""8"",""10"",""10"",""2\n2"",""9"",""1"",""9"",""0"",""2"",""0""]",125011,3/21/17 18:50,1547
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",7,40,1,,,30001,3/21/17 18:50,1548
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most letters in alphabet between word's 4th and 5th letters,4,"[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]",5,15,1,umbrella,umbrella structure ,30006,3/21/17 18:50,1549
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Most letters in alphabet between word's 5th and 6th letters,5,"[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]",7,25,1,football,structure machine desktop football,30004,3/21/17 18:51,1550
ATZSD4TTNDO5V,cs_wg_v3_pilot1,3JV9LGBJWTFPBKCH2XAVU59T3YTGOG,test,Memory,8,[0],8,20,0,"[""HELICOPTER"",""LADDER"",""TRAFFIC"",""DOORWAY"",""BOOKSHELF"",""UMBRELLA"",""STOMACH"",""WEDDING"",""STRUCTURE"",""F","[""10"",""10"",""2"",""8"",""0"",""1"",""9"",""2"",""0"",""8"",""9"",""""]",125017,3/21/17 18:51,1551
A3Q8C7JAAX3DGB,cs_wg_v3_pilot1,3HUTX6F6VUOZWQ4A3IP6S1FSTFOO25,test,Memory,8,[0],8,60,0,"["""","""","""","""","""","""","""","""","""","""","""",""""]","["""","""","""","""","""","""","""","""","""","""","""",""""]",125012,3/21/17 18:52,1552
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",6,70,1,LADDER,LADDER ,30008,3/21/17 18:53,1553
A1GXFMAC759VRM,cs_wg_v3_pilot1,34YB12FSQYP1BHR5PHVI21KO8YEGM1,test,Memory,8,[0],8,100,1,"[""wedding"",""desktop"",""community"",""umbrella"",""traffic"",""machine"",""helicopter"",""football"",""structure"",","[""9"",""2"",""0"",""10"",""10"",""1"",""2"",""9"",""1"",""9"","""",""""]",125006,3/21/17 18:54,1554
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Most vertical lines,6,"[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]",7,40,1,STRUCTURE,STRUCTURE FOOTBALL BOOKSHELF UMBRELLA,30007,3/21/17 18:54,1555
A23W1E87NKY6D1,cs_wg_v3_pilot1,3HFNH7HEMHFSWWPXHA2ZJA4TIZBGQO,test,Memory,8,[0],8,100,1,"[""UMBRELLA"",""BOOKSHELF"",""LADDER"",""STRUCTURE"",""HELICOPTER"",""FOOTBALL"",""TRAFFIC"",""WEDDING"",""STOMACH"",""","[""8"",""1"",""2"",""0"",""9"",""9"",""1"",""8"",""1"",""10"","""",""""]",125039,3/21/17 18:56,1556
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most horizontal lines,7,"[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]",0,70,1,,football,30020,3/21/17 19:10,1557
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",1,40,0,traffic,,30020,3/21/17 19:11,1558
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,Most letters come after the word's third letter in the alphabet.,2,"[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]",2,70,0,umbrella,,30012,3/21/17 19:13,1559
A1DIGREVLNOXT3,cs_wg_v3_pilot1,3WQQ9FUS6AVQZBHQFUTLW8SW8GXB8R,test,Most letters before word's second letter in alphabet,3,"[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]",0,20,1,community,,30001,3/21/17 19:14,1560
A1HWTTN3JEUNZY,cs_wg_v3_pilot1,3LOZAJ85YDEMQZI249C2BE6L5JT2XO,test,"Most letters in the set: S, G, E, F, B, N, L.",0,"[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]",3,60,1,bookshelf,,30021,3/21/17 19:15,1561
