"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A1KXESMB9K7504","cs_wg_mon_single_v1_pilot5","32N49TQG3GJJRD8BH94ZTBS2I6AAV6","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","63226","26","0","August","August ","21000",,,"2018-11-12 22:06:44","30968"
"ASHG4UDKXYBPK","cs_wg_mon_single_v1_pilot5","3CP1TO84PT2DOGYSY3T7JVF5TUF52M","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","30","0","51262","0","1","october",,"21000",,,"2018-11-12 22:07:57","30969"
"A1KXESMB9K7504","cs_wg_mon_single_v1_pilot5","32N49TQG3GJJRD8BH94ZTBS2I6AAV6","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":""1"",""August"":""0"",""June"":""1"",""September"":""1"",""March"":""1"",""October"":""1"",""November"":""1"",""February"":""1"",""April"":""1"",""May"":""1"",""July"":""1"",""December"":""0""}","{""January"":-1,""August"":""0"",""June"":-1,""September"":-1,""March"":-1,""October"":-1,""November"":-1,""February"":-1,""April"":-1,""May"":-1,""July"":-1,""December"":""2""}","31564",,,"2018-11-12 22:08:28","30970"
"A2Y6O5USSIVT08","cs_wg_mon_single_v1_pilot5","3LEIZ60CDJ0MVE3GQ0F2IMUE0ZX9ZP","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","38006","0","1","November","January
February
March
April
May
June
July
August
September
November
December","21000",,,"2018-11-12 22:09:47","30971"
"ASHG4UDKXYBPK","cs_wg_mon_single_v1_pilot5","3CP1TO84PT2DOGYSY3T7JVF5TUF52M","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""May"":""1"",""January"":""0"",""March"":""0"",""October"":""0"",""June"":""1"",""November"":""0"",""February"":""1"",""July"":""0"",""September"":""0"",""August"":""1"",""December"":""0"",""April"":""1""}","{""May"":""6"",""January"":""2"",""March"":""1"",""October"":""1"",""June"":""5"",""November"":""3"",""February"":""3"",""July"":""3"",""September"":""3"",""August"":""3"",""December"":""2"",""April"":""5""}","35595",,,"2018-11-12 22:10:14","30972"
"A2Y6O5USSIVT08","cs_wg_mon_single_v1_pilot5","3LEIZ60CDJ0MVE3GQ0F2IMUE0ZX9ZP","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""August"":""0"",""April"":""0"",""October"":""0"",""May"":""0"",""March"":""0"",""November"":""0"",""June"":""0"",""January"":""0"",""February"":""0"",""September"":""0"",""December"":""0"",""July"":""0""}","{""August"":""4"",""April"":""1"",""October"":""5"",""May"":""2"",""March"":""1"",""November"":""5"",""June"":""3"",""January"":""0"",""February"":""1"",""September"":""5"",""December"":""6"",""July"":""3""}","26100",,,"2018-11-12 22:12:05","30973"
"A3DJT8WESP5RC7","cs_wg_mon_single_v1_pilot5","3YOH7BII098P3QHXT0HONPVYNI3KVU","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","12239","15","0","November","November","21000",,,"2018-11-12 22:12:56","30974"
"A3DJT8WESP5RC7","cs_wg_mon_single_v1_pilot5","3YOH7BII098P3QHXT0HONPVYNI3KVU","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":""1"",""September"":""1"",""January"":""1"",""April"":""1"",""March"":""1"",""July"":""1"",""June"":""1"",""August"":""1"",""November"":""0"",""May"":""1"",""February"":""1"",""December"":""1""}","{""October"":-1,""September"":-1,""January"":-1,""April"":-1,""March"":-1,""July"":-1,""June"":-1,""August"":-1,""November"":""0"",""May"":-1,""February"":-1,""December"":-1}","49360",,,"2018-11-12 22:14:51","30975"
"A1RA8QOAPXYVCC","cs_wg_mon_single_v1_pilot5","35DR22AR5DLBBHEL89Q7UOBHS7P3X5","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","52662","0","1","february",,"21000",,,"2018-11-12 22:16:16","30976"
"A3MGDESST43KVZ","cs_wg_mon_single_v1_pilot5","3LEP4MGT3G12G6DHW241I0610HQDB4","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","84059","0","1","November
",,"21000",,,"2018-11-12 22:18:38","30977"
"A1RA8QOAPXYVCC","cs_wg_mon_single_v1_pilot5","35DR22AR5DLBBHEL89Q7UOBHS7P3X5","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""November"":""1"",""July"":""0"",""September"":""1"",""June"":""0"",""December"":""1"",""May"":""1"",""October"":""1"",""March"":""0"",""January"":""0"",""April"":""1"",""August"":""1"",""February"":""0""}","{""November"":-1,""July"":""3"",""September"":-1,""June"":""2"",""December"":-1,""May"":-1,""October"":-1,""March"":""4"",""January"":""1"",""April"":-1,""August"":-1,""February"":""2""}","88305",,,"2018-11-12 22:19:45","30978"
"AOZNGVLQA42SZ","cs_wg_mon_single_v1_pilot5","3ZSANO2JCF8YVC8FYULMWPJMGISFSI","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","48404","0","1","november
no",,"21000",,,"2018-11-12 22:20:00","30979"
"A3MGDESST43KVZ","cs_wg_mon_single_v1_pilot5","3LEP4MGT3G12G6DHW241I0610HQDB4","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""August"":""1"",""October"":""0"",""December"":""0"",""May"":""1"",""July"":""1"",""March"":""1"",""February"":""1"",""September"":""0"",""April"":""1"",""November"":""0"",""January"":""1"",""June"":""1""}","{""August"":-1,""October"":""0"",""December"":""2"",""May"":-1,""July"":-1,""March"":-1,""February"":-1,""September"":""3"",""April"":-1,""November"":""5"",""January"":-1,""June"":-1}","33297",,,"2018-11-12 22:21:10","30980"
"AOZNGVLQA42SZ","cs_wg_mon_single_v1_pilot5","3ZSANO2JCF8YVC8FYULMWPJMGISFSI","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""July"":""1"",""October"":""0"",""November"":""0"",""August"":""1"",""April"":""0"",""September"":""0"",""February"":""0"",""June"":""1"",""January"":""1"",""May"":""1"",""December"":""1"",""March"":""0""}","{""July"":""6"",""October"":""1"",""November"":""0"",""August"":""4"",""April"":""1"",""September"":""1"",""February"":""1"",""June"":""5"",""January"":""3"",""May"":""3"",""December"":-1,""March"":""3""}","1641",,,"2018-11-12 22:21:37","30981"
"A2VSFEYOAK523Y","cs_wg_mon_single_v1_pilot5","30MVJZJNHMEWVZYC8ECGUS6OH1QJ9K","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","30160","0","1","November","November","21000",,,"2018-11-12 22:25:10","30982"
"A2VSFEYOAK523Y","cs_wg_mon_single_v1_pilot5","30MVJZJNHMEWVZYC8ECGUS6OH1QJ9K","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""May"":""0"",""March"":""1"",""October"":""0"",""August"":""1"",""February"":""0"",""June"":""1"",""November"":""0"",""September"":""1"",""December"":""1"",""January"":""0"",""July"":""1"",""April"":""0""}","{""May"":""0"",""March"":""3"",""October"":""2"",""August"":-1,""February"":""4"",""June"":-1,""November"":""5"",""September"":-1,""December"":-1,""January"":""1"",""July"":-1,""April"":""2""}","22475",,,"2018-11-12 22:27:07","30983"
"A2L7526AZHIS94","cs_wg_mon_single_v1_pilot5","3E7TUJ2EGCNJSDYKYIQ5RUBBCHWD93","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","53818","0","1","May","Mar","21000",,,"2018-11-12 22:44:43","30984"
"A21UA4B0AW3F6B","cs_wg_mon_single_v1_pilot5","3E7TUJ2EGCNJSDYKYIQ5RUBBCHT9DW","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","99216","0","1","July",,"21000",,,"2018-11-12 22:48:12","30985"
"A2L7526AZHIS94","cs_wg_mon_single_v1_pilot5","3E7TUJ2EGCNJSDYKYIQ5RUBBCHWD93","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""August"":""1"",""March"":""0"",""April"":""0"",""February"":""1"",""January"":-1,""October"":""1"",""December"":""1"",""July"":""1"",""November"":""1"",""September"":""1"",""June"":""1"",""May"":""0""}","{""August"":-1,""March"":""1"",""April"":""0"",""February"":-1,""January"":""3"",""October"":-1,""December"":-1,""July"":-1,""November"":-1,""September"":-1,""June"":-1,""May"":""2""}","64558",,,"2018-11-12 22:48:44","30986"
"A21UA4B0AW3F6B","cs_wg_mon_single_v1_pilot5","3E7TUJ2EGCNJSDYKYIQ5RUBBCHT9DW","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""November"":""1"",""February"":""0"",""December"":""0"",""May"":""1"",""March"":""1"",""July"":""0"",""April"":""1"",""June"":""0"",""October"":""1"",""January"":""1"",""August"":""0"",""September"":""1""}","{""November"":-1,""February"":""0"",""December"":""2"",""May"":-1,""March"":-1,""July"":""5"",""April"":-1,""June"":""3"",""October"":-1,""January"":-1,""August"":""5"",""September"":-1}","28411",,,"2018-11-12 22:51:06","30987"
"AD5PG2OAEDLK5","cs_wg_mon_single_v1_pilot5","345LHZDEDXTJUDKQ34FKAHCDYP83UD","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","46811","15","0",,,"21000",,,"2018-11-12 22:51:48","30988"
"AD5PG2OAEDLK5","cs_wg_mon_single_v1_pilot5","345LHZDEDXTJUDKQ34FKAHCDYP83UD","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":""0"",""August"":""0"",""February"":""0"",""March"":""1"",""September"":""0"",""December"":""0"",""April"":""0"",""July"":""0"",""January"":""0"",""November"":""0"",""May"":""0"",""June"":""0""}","{""October"":""4"",""August"":""2"",""February"":""3"",""March"":""3"",""September"":""0"",""December"":""2"",""April"":""2"",""July"":""2"",""January"":""3"",""November"":""2"",""May"":""2"",""June"":""2""}","30792",,,"2018-11-12 22:58:46","30989"
"A11L2T52KFY5FR","cs_wg_mon_single_v1_pilot5","3E13VNJ1NNWIBJBBMJCN3L956AHI12","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","59352","0","1","no","november","21000",,,"2018-11-12 23:14:41","30990"
"A11L2T52KFY5FR","cs_wg_mon_single_v1_pilot5","3E13VNJ1NNWIBJBBMJCN3L956AHI12","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""April"":""1"",""August"":""1"",""January"":""1"",""September"":""1"",""June"":""1"",""March"":""1"",""May"":""1"",""November"":""0"",""October"":""1"",""July"":""1"",""February"":""1"",""December"":""1""}","{""April"":-1,""August"":-1,""January"":-1,""September"":-1,""June"":-1,""March"":-1,""May"":-1,""November"":""0"",""October"":-1,""July"":-1,""February"":-1,""December"":-1}","4665",,,"2018-11-12 23:16:40","30991"
"A3SY4DJ6ECN8MF","cs_wg_mon_single_v1_pilot5","3HL8HNGX452GQXCGPOLVFUEWOU3F97","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","22903","0","1","November",,"21000",,,"2018-11-12 23:18:25","30992"
"A3SY4DJ6ECN8MF","cs_wg_mon_single_v1_pilot5","3HL8HNGX452GQXCGPOLVFUEWOU3F97","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""August"":""1"",""March"":""1"",""February"":""1"",""October"":""1"",""November"":""0"",""December"":""1"",""June"":""1"",""January"":""0"",""May"":""1"",""September"":""1"",""July"":""1"",""April"":""1""}","{""August"":-1,""March"":-1,""February"":-1,""October"":-1,""November"":""6"",""December"":-1,""June"":-1,""January"":""0"",""May"":-1,""September"":-1,""July"":-1,""April"":-1}","143064",,,"2018-11-12 23:22:02","30993"
"A1KX1CMLUCQNFX","cs_wg_mon_single_v1_pilot5","3Z7VU45IPYI4690LMN093GCV2OY1ZZ","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","47547","0","1","april",,"21000",,,"2018-11-12 23:25:51","30994"
"A1KX1CMLUCQNFX","cs_wg_mon_single_v1_pilot5","3Z7VU45IPYI4690LMN093GCV2OY1ZZ","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""February"":""1"",""August"":""0"",""April"":""0"",""June"":""1"",""September"":""1"",""July"":""1"",""May"":""1"",""October"":""1"",""December"":""1"",""January"":""1"",""November"":""1"",""March"":""1""}","{""February"":-1,""August"":""1"",""April"":""1"",""June"":-1,""September"":-1,""July"":-1,""May"":-1,""October"":-1,""December"":-1,""January"":-1,""November"":-1,""March"":-1}","29917",,,"2018-11-12 23:27:44","30995"
"AL2J5M8WQIKMI","cs_wg_mon_single_v1_pilot5","3X4JMASXCMA8HMCNKQG63TMI6T9B03","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","27197","0","1","october",,"21000",,,"2018-11-12 23:39:58","30996"
"AL2J5M8WQIKMI","cs_wg_mon_single_v1_pilot5","3X4JMASXCMA8HMCNKQG63TMI6T9B03","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":""0"",""December"":""1"",""May"":""1"",""February"":""1"",""January"":""0"",""April"":""0"",""November"":""1"",""September"":""0"",""August"":""0"",""March"":""0"",""June"":""1"",""July"":""1""}","{""October"":""2"",""December"":-1,""May"":-1,""February"":-1,""January"":""0"",""April"":""1"",""November"":-1,""September"":""2"",""August"":""4"",""March"":""4"",""June"":-1,""July"":-1}","2236",,,"2018-11-12 23:41:52","30997"
"A1S8TAMM3E1YRJ","cs_wg_mon_single_v1_pilot5","3A4TN5196KJ22RAPWYJMK5RHAVECHG","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","37421","0","1","november",,"21000",,,"2018-11-12 23:45:56","30998"
"A1S8TAMM3E1YRJ","cs_wg_mon_single_v1_pilot5","3A4TN5196KJ22RAPWYJMK5RHAVECHG","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""July"":""1"",""September"":""0"",""January"":""1"",""March"":""1"",""April"":""1"",""November"":""0"",""December"":""1"",""June"":""1"",""August"":""1"",""May"":""1"",""February"":""1"",""October"":""0""}","{""July"":-1,""September"":""0"",""January"":-1,""March"":-1,""April"":-1,""November"":""6"",""December"":-1,""June"":-1,""August"":-1,""May"":-1,""February"":-1,""October"":""2""}","113738",,,"2018-11-12 23:50:26","30999"
