"subject","version","assignmentId","word","word_ind","value","exposures","stamp","id"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","WEDDING","0","3","0","2018-04-23 17:23:14","50885"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","STOMACH","1","14","0","2018-04-23 17:23:14","50886"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","LADDER","2","3","0","2018-04-23 17:23:14","50887"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","COMMUNITY","3","12","0","2018-04-23 17:23:14","50888"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","BOOKSHELF","4","14","0","2018-04-23 17:23:14","50889"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","UMBRELLA","5","1","0","2018-04-23 17:23:14","50890"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","FOOTBALL","6","14","0","2018-04-23 17:23:14","50891"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","TRAFFIC","9","0","0","2018-04-23 17:23:14","50892"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","DOORWAY","7","14","0","2018-04-23 17:23:14","50893"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","HELICOPTER","8","11","0","2018-04-23 17:23:14","50894"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","STRUCTURE","10","17","0","2018-04-23 17:23:14","50895"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","MACHINE","11","2","0","2018-04-23 17:23:14","50896"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","KEYBOARD","12","24","0","2018-04-23 17:23:14","50897"
"A34930YXVQ8SUT","cs_wg_v7_real3","3TMFV4NEP8FINEF1ALPHJM5JLU08WM","BASKET","13","18","0","2018-04-23 17:23:14","50898"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","WEDDING","0","3","0","2018-04-23 17:23:29","50900"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","UMBRELLA","5","1","0","2018-04-23 17:23:29","50899"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","COMMUNITY","3","12","0","2018-04-23 17:23:29","50901"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","STOMACH","1","14","0","2018-04-23 17:23:29","50902"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","LADDER","2","3","0","2018-04-23 17:23:29","50903"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","BOOKSHELF","4","14","0","2018-04-23 17:23:29","50904"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","FOOTBALL","6","14","0","2018-04-23 17:23:29","50905"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","DOORWAY","7","14","0","2018-04-23 17:23:29","50906"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","HELICOPTER","8","11","0","2018-04-23 17:23:29","50907"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","STRUCTURE","10","17","0","2018-04-23 17:23:29","50908"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","TRAFFIC","9","0","0","2018-04-23 17:23:29","50909"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","MACHINE","11","2","0","2018-04-23 17:23:29","50910"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","KEYBOARD","12","24","0","2018-04-23 17:23:29","50911"
"A39YBI3TW5L004","cs_wg_v7_real3","3N1FSUEFL51IV7S8HNUEAM0TCSYD4B","BASKET","13","18","0","2018-04-23 17:23:29","50912"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","STOMACH","1","14","0","2018-04-23 17:23:34","50913"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","LADDER","2","3","0","2018-04-23 17:23:34","50914"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","WEDDING","0","3","0","2018-04-23 17:23:34","50915"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","COMMUNITY","3","12","0","2018-04-23 17:23:34","50916"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","BOOKSHELF","4","14","0","2018-04-23 17:23:34","50917"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","UMBRELLA","5","1","0","2018-04-23 17:23:34","50918"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","DOORWAY","7","14","0","2018-04-23 17:23:34","50919"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","FOOTBALL","6","14","0","2018-04-23 17:23:34","50920"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","HELICOPTER","8","11","0","2018-04-23 17:23:34","50921"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","STRUCTURE","10","17","0","2018-04-23 17:23:34","50922"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","TRAFFIC","9","0","0","2018-04-23 17:23:34","50923"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","MACHINE","11","2","0","2018-04-23 17:23:34","50924"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","BASKET","13","18","0","2018-04-23 17:23:34","50925"
"A1HAEDUFPS233D","cs_wg_v7_real3","3K4J6M3CXEU09GIGSE5DTAPQHUAAGT","KEYBOARD","12","24","0","2018-04-23 17:23:34","50926"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","STOMACH","1","14","0","2018-04-23 17:23:34","50927"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","COMMUNITY","3","12","0","2018-04-23 17:23:34","50928"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","UMBRELLA","5","1","0","2018-04-23 17:23:34","50929"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","WEDDING","0","3","0","2018-04-23 17:23:34","50930"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","LADDER","2","3","0","2018-04-23 17:23:34","50931"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","BOOKSHELF","4","14","0","2018-04-23 17:23:34","50932"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","FOOTBALL","6","14","0","2018-04-23 17:23:35","50933"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","STRUCTURE","10","17","0","2018-04-23 17:23:35","50934"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","DOORWAY","7","14","0","2018-04-23 17:23:35","50935"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","TRAFFIC","9","0","0","2018-04-23 17:23:35","50936"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","HELICOPTER","8","11","0","2018-04-23 17:23:35","50937"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","MACHINE","11","2","0","2018-04-23 17:23:35","50938"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","KEYBOARD","12","24","0","2018-04-23 17:23:35","50939"
"A2MFG2IU76YEH0","cs_wg_v7_real3","3HFNH7HEMHFSWWPXHA2ZJA4VLCWQGG","BASKET","13","18","0","2018-04-23 17:23:35","50940"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","COMMUNITY","3","12","0","2018-04-23 17:23:35","50941"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","BOOKSHELF","4","14","0","2018-04-23 17:23:35","50942"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","STOMACH","1","14","0","2018-04-23 17:23:35","50943"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","UMBRELLA","5","1","0","2018-04-23 17:23:35","50944"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","LADDER","2","3","0","2018-04-23 17:23:35","50945"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","WEDDING","0","3","0","2018-04-23 17:23:35","50946"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","DOORWAY","7","14","0","2018-04-23 17:23:35","50947"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","FOOTBALL","6","14","0","2018-04-23 17:23:35","50948"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","TRAFFIC","9","0","0","2018-04-23 17:23:35","50949"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","HELICOPTER","8","11","0","2018-04-23 17:23:35","50950"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","STRUCTURE","10","17","0","2018-04-23 17:23:35","50951"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","MACHINE","11","2","0","2018-04-23 17:23:35","50952"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","KEYBOARD","12","24","0","2018-04-23 17:23:36","50953"
"A2ZNOMZ35LKY8Q","cs_wg_v7_real3","36PW28KO4ZX2P2MPMJFPT74E4EVAEC","BASKET","13","18","0","2018-04-23 17:23:36","50954"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","STOMACH","1","14","0","2018-04-23 17:23:40","50955"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","WEDDING","0","3","0","2018-04-23 17:23:40","50956"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","UMBRELLA","5","1","0","2018-04-23 17:23:40","50957"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","COMMUNITY","3","12","0","2018-04-23 17:23:40","50958"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","LADDER","2","3","0","2018-04-23 17:23:40","50959"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","BOOKSHELF","4","14","0","2018-04-23 17:23:40","50960"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","FOOTBALL","6","14","0","2018-04-23 17:23:40","50961"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","HELICOPTER","8","11","0","2018-04-23 17:23:40","50962"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","DOORWAY","7","14","0","2018-04-23 17:23:40","50963"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","TRAFFIC","9","0","0","2018-04-23 17:23:40","50964"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","STRUCTURE","10","17","0","2018-04-23 17:23:40","50965"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","MACHINE","11","2","0","2018-04-23 17:23:40","50966"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","KEYBOARD","12","24","0","2018-04-23 17:23:40","50967"
"A39VDI1CVOMMIN","cs_wg_v7_real3","3F6KKYWMNB24HF2EZS9A9V6T39TNDG","BASKET","13","18","0","2018-04-23 17:23:40","50968"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","WEDDING","0","3","0","2018-04-23 17:23:42","50969"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","STOMACH","1","14","0","2018-04-23 17:23:42","50970"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","UMBRELLA","5","1","0","2018-04-23 17:23:42","50971"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","LADDER","2","3","0","2018-04-23 17:23:42","50972"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","COMMUNITY","3","12","0","2018-04-23 17:23:42","50973"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","FOOTBALL","6","14","0","2018-04-23 17:23:42","50974"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","BOOKSHELF","4","14","0","2018-04-23 17:23:42","50975"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","DOORWAY","7","14","0","2018-04-23 17:23:42","50976"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","HELICOPTER","8","11","0","2018-04-23 17:23:42","50977"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","TRAFFIC","9","0","0","2018-04-23 17:23:42","50978"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","STRUCTURE","10","17","0","2018-04-23 17:23:42","50979"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","KEYBOARD","12","24","0","2018-04-23 17:23:42","50980"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","MACHINE","11","2","0","2018-04-23 17:23:42","50981"
"AD7A7J28H5JDT","cs_wg_v7_real3","3LEP4MGT3G12G6DHW241I06ZMKFDBH","BASKET","13","18","0","2018-04-23 17:23:42","50982"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","WEDDING","0","3","0","2018-04-23 17:23:43","50983"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","STOMACH","1","14","0","2018-04-23 17:23:43","50984"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","LADDER","2","3","0","2018-04-23 17:23:43","50985"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","COMMUNITY","3","12","0","2018-04-23 17:23:43","50986"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","UMBRELLA","5","1","0","2018-04-23 17:23:43","50987"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","BOOKSHELF","4","14","0","2018-04-23 17:23:43","50988"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","FOOTBALL","6","14","0","2018-04-23 17:23:44","50989"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","HELICOPTER","8","11","0","2018-04-23 17:23:44","50990"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","DOORWAY","7","14","0","2018-04-23 17:23:44","50991"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","TRAFFIC","9","0","0","2018-04-23 17:23:44","50992"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","STRUCTURE","10","17","0","2018-04-23 17:23:44","50993"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","MACHINE","11","2","0","2018-04-23 17:23:44","50994"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","KEYBOARD","12","24","0","2018-04-23 17:23:44","50995"
"A15T7G57U3LOXM","cs_wg_v7_real3","3W2LOLRXLBGXAJ0GKGCEMS6TOFFKRE","BASKET","13","18","0","2018-04-23 17:23:44","50996"
"A2P7Z2TKGACY2E","cs_wg_v7_real3","3EQHHY4HQST33A6ZXIEWLZ94PG9G5T","STOMACH","1","14","0","2018-04-23 17:23:45","50997"
"A2P7Z2TKGACY2E","cs_wg_v7_real3","3EQHHY4HQST33A6ZXIEWLZ94PG9G5T","WEDDING","0","3","0","2018-04-23 17:23:45","50998"
"A2P7Z2TKGACY2E","cs_wg_v7_real3","3EQHHY4HQST33A6ZXIEWLZ94PG9G5T","LADDER","2","3","0","2018-04-23 17:23:45","50999"
"A2P7Z2TKGACY2E","cs_wg_v7_real3","3EQHHY4HQST33A6ZXIEWLZ94PG9G5T","COMMUNITY","3","12","0","2018-04-23 17:23:45","51000"
"A2P7Z2TKGACY2E","cs_wg_v7_real3","3EQHHY4HQST33A6ZXIEWLZ94PG9G5T","DOORWAY","7","14","0","2018-04-23 17:23:45","51001"
