"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"AMJOSPFPF8KLH","cs_wg_full_v4_conf_pilot4","32VNZTT0A75CWHBDZOPYFBHYI44R4P","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","25278","26","0","26CENTS","FIZZLE","21000",,,"2018-08-15 19:30:09","23235"
"A3R21KIGJQ4A51","cs_wg_full_v4_conf_pilot4","3TVRFO09GKGSRL4AEFU7QA5X57KLX8","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","29765","0","1","march
",,"21000",,,"2018-08-15 19:30:21","23236"
"A1XB671UQA34Q8","cs_wg_full_v4_conf_pilot4","358UUM7WRZ49F4TW1MN5IN1896UR79","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","37735","0","1","May",,"21000",,,"2018-08-15 19:30:21","23237"
"AA8PZKO9XGCKO","cs_wg_full_v4_conf_pilot4","3ND9UOO81K3D2LZK4AYLORRQW5ELWF","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","25642","0","1","Novembe",,"21000",,,"2018-08-15 19:30:43","23238"
"A1FYWSPNO7KN1O","cs_wg_full_v4_conf_pilot4","3M68NM076H8QB4FRICIDC91CEVAR6A","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","29438","0","1","November","adsfsda","21000",,,"2018-08-15 19:30:59","23239"
"A1KQV9A4YITCSJ","cs_wg_full_v4_conf_pilot4","3VHP9MDGRNLIOVJJ18VMHKF37TACFS","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","73823","0","1",,"may","21000",,,"2018-08-15 19:31:07","23240"
"A2EJ7U3TZAKROG","cs_wg_full_v4_conf_pilot4","3JRJSWSMQHM25HN4D40F6ZQ9PFIE3E","choice-set","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","30624","0","1","May","May","21000",,,"2018-08-15 19:31:28","23241"
"AMJOSPFPF8KLH","cs_wg_full_v4_conf_pilot4","32VNZTT0A75CWHBDZOPYFBHYI44R4P","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""September"":1,""January"":1,""February"":0,""March"":0,""November"":0,""August"":0,""July"":0,""April"":0,""May"":0,""December"":0,""October"":0,""June"":0}",,"22582",,,"2018-08-15 19:31:33","23242"
"A3R21KIGJQ4A51","cs_wg_full_v4_conf_pilot4","3TVRFO09GKGSRL4AEFU7QA5X57KLX8","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""June"":0,""July"":0,""April"":1,""September"":0,""May"":0,""February"":1,""March"":1,""December"":0,""January"":1,""August"":0,""November"":0,""October"":0}",,"35058",,,"2018-08-15 19:32:05","23243"
"A1XB671UQA34Q8","cs_wg_full_v4_conf_pilot4","358UUM7WRZ49F4TW1MN5IN1896UR79","choice-set","choice-set","2","[]","2","-1","-1","-1",,"0","{""May"":1,""October"":0,""August"":0,""June"":0,""February"":1,""January"":1,""November"":0,""September"":0,""July"":0,""December"":0,""March"":1,""April"":1}",,"39407",,,"2018-08-15 19:32:12","23244"
