"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A111HFQSOTLI80","cs_wg_mon_freq_v1_real1","333U7HK6I9G8YPBTKUHIGOPEHSEDJP","55417","555938","Male","1020","No","No","Just what came to my mind.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:52:25","10659"
"AIHVLBHJROONN","cs_wg_mon_freq_v1_real1","3EF8EXOTT1WE6UVH41XNFMO5SVBJ15","41280","612016","Female","1074","No","No","I thought of letters that were towards the end of the alphabet and then went through the list of months. ","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:53:53","10660"
"AKLYZSCPBMX0F","cs_wg_mon_freq_v1_real1","3Z4GS9HPNVBZXL9HS8PZD6A94MC77K","42651","558213","Male","998","No","No","Think of all the months end in ""y""","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:55:07","10661"
"A3P79MY5ZYQA41","cs_wg_mon_freq_v1_real1","3TPZPLC3M0D628CUMIGQ0BPEZEV3PH","100113","709916","Male","1116","No","No","I tried to think and/or type the first 3 letters while I could.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:55:23","10662"
"A3RECZNI9HSU83","cs_wg_mon_freq_v1_real1","3X66WABAJWJ0PVJVJZQ362BMYN9G3R","27199","420983","Female","946","Yes","No","i didn't have an exact strategy for it","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:55:45","10663"
"A16AHTHTNYKJNC","cs_wg_mon_freq_v1_real1","3N4BPTXIO8TPQBSXOA7JR3TFIH8UKE","79770","799183","Female","1176","No","No",,"1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:55:47","10664"
"A1XUE712KVMVXM","cs_wg_mon_freq_v1_real1","3B3WTRP3DB3WP3041T6OVBK7OWD29A","62119","767364","Female","1144","No","No","I thought about the months and which third letter that comes late in the alphabet. May came up instantly.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:55:57","10665"
"A3O2E4NV3H37CG","cs_wg_mon_freq_v1_real1","3K4J6M3CXEU09GIGSE5DTAPS4X1AGH","24835","458937","Male","964","Yes","No",,"1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:56:07","10666"
"A5R2QJKK4Z23V","cs_wg_mon_freq_v1_real1","30LB5CDZNCB4ZKF3Q4W9PBTL61HZ02","54697","762771","Female","1086","No","No","I was unable to anwser in time, my choice would have been october given the time frame","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:56:20","10667"
"A2M59R65OZRNNX","cs_wg_mon_freq_v1_real1","33LK57MYLT640TZFZ6FTZHZ41T0ZSP","62378","770215","Female","962","Yes","No","I loved this study. To think if I saw the last word for the month.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:56:45","10668"
"AD8FKMXMFHO2N","cs_wg_mon_freq_v1_real1","3F0BG9B9MPOIC55IFHFZQJU68LJY7A","33063","896698","Female","1108","No","No","I just thought of months with those last letters of the alphabet, the uncommon ones (v, x, y, z) and only November came to mind.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:57:03","10669"
"A37VN02VTEQIQ7","cs_wg_mon_freq_v1_real1","386CSBG1OZNQZ30R5XTD7JR8E1JQ61","82755","794664","Male","1036","No","No","Try to figure out which months had a letter that was late in the alphabet, then from those pick the one that has the latest letter","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:57:18","10670"
"A2YS9SGN7HL06B","cs_wg_mon_freq_v1_real1","34BBWHLWHACBCKREJ718WBZZBTUWI4","106467","861667","Female","1130","No","No","No comments.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:57:39","10671"
"A2ZYUU30WYDYI0","cs_wg_mon_freq_v1_real1","3S96KQ6I9M52CS7YWOVMIUCNFU4TD9","78147","903977","Female","1176","No","No","I went through the longer months in my head and chose the one that fit the question best.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:57:43","10672"
"AZXRWSMDC8FJN","cs_wg_mon_freq_v1_real1","31QNSG6A5RU3XZE02DH5R664F6I787","85880","718394","Male","1128","No","No",,"0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:57:58","10673"
"A1BQLIQ7XPV7YS","cs_wg_mon_freq_v1_real1","3HSYG7LRBJZBNFNLUW3HLGKHGQBKK8","104764","918518","Female","1118","No","No","I tried to recall names of months as quickly as I could","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:58:42","10674"
"A2NIG9U9WU0AFU","cs_wg_mon_freq_v1_real1","3180JW2OT4DDUCW05OZZIC1M4BGJ5N","84385","914834","Male","1146","No","No","I quickly did a mental rundown of months and once I hit May I knew no other month could beat it","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:59:03","10675"
"A2DDOEOO1D99X4","cs_wg_mon_freq_v1_real1","3VA45EW49NOS75MEKEPSNI5RRPKO1S","122408","1019401","Female","1178","No","No","Randomly considering months till time was almost up.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:59:35","10676"
"A3SW9UD9H8SQG7","cs_wg_mon_freq_v1_real1","35DR22AR5DLBBHEL89Q7UOBH1D4X3Z","82595","834493","Female","1072","No","No","Go through the months in my head","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:59:36","10677"
"A1TEF0RJ07EST1","cs_wg_mon_freq_v1_real1","3U5NZHP4LR3LWGJT135S45QOIJCPH9","62155","884708","Female","1132","No","No",,"0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:59:40","10678"
"ADGRMQ3WSJT07","cs_wg_mon_freq_v1_real1","35LDD5557A56D3NOF8GX0TCL5V5MKE","98944","1047830","Female","1168","Yes","No","No comments. And I really had no strategy just went by instinct. ","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 14:59:50","10679"
"A27LF92DI61IQJ","cs_wg_mon_freq_v1_real1","3LRLIPTPEQA5B2EZI5QSR2HLBEHAKJ","76336","1010796","Female","1058","No","No","Cool study. Worth the money. 

For the third letter, I first thought of a late letter in the alphabet ""March"" and then moved on to going through the months one by one. Since none have a ""Z,"" I knew May was the best answer. ","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:00:17","10680"
"A2YLWZJ64PI1RQ","cs_wg_mon_freq_v1_real1","3QBD8R3Z21K9Z4JX7W8ULGCU39UO45","84168","941578","Female","1130","No","No","no comments, a little confused, no strategy","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:00:31","10681"
"A2RZ3I8KM7WRNW","cs_wg_mon_freq_v1_real1","35L9RVQFCOJYOLRPIP4MEBDNQ04UHA","74444","1045878","Male","1180","No","No","Thinking of the first month that came to mine, January.  Then taking that 3rd letter and going down the alphabet until I found one later than N.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:00:41","10682"
"AJGWB8UJ4TD00","cs_wg_mon_freq_v1_real1","3R5F3LQFV2LP217MSPYKFCP344XZOS","83165","1035592","Female","1188","No","No","I went throught he first couple of months, but once I thought of May I realized nothing would be higher than 'y', so I just typed May as my final answer","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:00:48","10683"
"ASV53ZC7ILJ7B","cs_wg_mon_freq_v1_real1","3JNQLM5FT4NRQ51DQQ9E0KB2OQU2L7","68617","1070153","Male","1068","No","No",,"1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:01:08","10684"
"A1QFNMNYG4TI71","cs_wg_mon_freq_v1_real1","36W0OB37HWFFAKLZOC3UV3S2SIKZH5","58197","997303","Female","1074","No","No","I didn't have a strategy. November is the first month that came to mind and V is late in the alphabet.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:01:58","10685"
"A2WYZOR4M4OZTB","cs_wg_mon_freq_v1_real1","3L4PIM1GQTHSUOPXOVD5V0L69XDYR9","80416","1162126","Female","1132","No","No","I visualized the months in my mind and gravitated toward November. Then I stopped thinking and so I missed May altogether.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:02:05","10686"
"A14FPZMC9ENX8E","cs_wg_mon_freq_v1_real1","3PS7W85Z8Z3Q92UHK8QKWYTXO9R9TA","131944","962593","Female","1096","No","No","i had no particular strategy, i was went with my instinct. 
overall i thought it was a great study.","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:02:09","10687"
"A30XZDPFT4LCQT
A30XZDPFT4LCQT","cs_wg_mon_freq_v1_real1","3TYCR1GOTCKHWG4PFXISNVL99ZSLZX","83791","990554","Male","1134","No","No","think of shortest month names first","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:02:17","10688"
"AFDXDYPBNK5FD","cs_wg_mon_freq_v1_real1","3BDCF01OGXVHRQUKJBG99OC735OLY6","79365","1179536","Male","1112","No","No","I thought about months ending in ember starting with December and worked backwards.  November seemed pretty far back so I just went with that.  Didn't even think about May.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:02:29","10689"
"A28DBOR11LSD51","cs_wg_mon_freq_v1_real1","3WT783CTPBISBE73W69QYUOJONTCB3","137919","1165877","Male","1152","No","No","I started from January and stopped at May as it had an appropriate third letter ","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:02:50","10690"
"A3UOWYGBLTQTFL","cs_wg_mon_freq_v1_real1","3ZV9H2YQQD8WMH9VY4ULS5XASBYW35","65655","1081633","Male","1186","No","No","Whatever was the first one with the highest letter.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:03:11","10691"
"A16D3J318JVT6Z","cs_wg_mon_freq_v1_real1","3A4TN5196KJ22RAPWYJMK5RHJ0YHCO","155275","1123750","Female","1142","No","No","R just popped into my head since i didnt have much time to think so i picked a month with the letter R as the third letter","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:03:28","10692"
"A2090SRVQLWA3F","cs_wg_mon_freq_v1_real1","3VBEN272MK049C4A9ER4EAJYQ37SGU","109685","-2209924","Female","1168","No","No","Honestly I have no idea, I was very frantic about it haha","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:03:54","10693"
"AT3QVWXHDTKXX","cs_wg_mon_freq_v1_real1","3RJSC4XJ10V6S6VEJGPT07MQ52B05Y","143684","1071508","Male","1146","Yes","No",,"1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:03:54","10694"
"A2A99D2PAAH6TN","cs_wg_mon_freq_v1_real1","34Z02EIMISE8D864KC7R3NS4L5WT0H","120987","1164952","Male","1200","No","No","none I went blank and the only thing that came to my head was May ","1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:03:57","10695"
"A3EM9MIXNHEXOA","cs_wg_mon_freq_v1_real1","3QECW5O0KH278FS5HID3KIOV2D75TE","41878","903682","Female","1030","No","No",,"1",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:04:00","10696"
"A9SQ8RTZZLVXQ","cs_wg_mon_freq_v1_real1","37ZHEEHM6WNHW28UQWM90PYTZKQ73F","52715","1144257","Female","1116","Yes","No","no","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:04:05","10697"
"A2TIKP7M8MG3BJ","cs_wg_mon_freq_v1_real1","3HMIGG0U4L7MCJA1PM754JQ1J5PY8X","85053","1304710","Male","1176","No","No","I had no strategy and I'm overtired. That's why I thought of the word May and still put down June.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:04:08","10698"
"A1T3PO81C9Q1KC","cs_wg_mon_freq_v1_real1","3E1QT0TDFPA0MJVWL4L2IVWDTMS8I2","84363","1118022","Female","998","Yes","No","In this survey is very interesting. My strategy for third letter question is improve knowledge.","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:04:12","10699"
"A1HGAHZSM14YTV","cs_wg_mon_freq_v1_real1","3RU7GD8VPOUAMPX9CXHR8JXQRUUSPY","108374","912280","Male","1120","No","No","It was just think of one and it was close to the end use it, but with the time left try come u with another one","0",NULL,NULL,NULL,NULL,NULL,"2019-01-07 15:04:18","10700"
