"subject","version","assignmentId","trial","trial_type","word","value","alt","choice","rt","resp","resp2","stamp","id"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","0","0","KEYBOARD","10","5","0","6419","keyboard","10","2017-03-23 19:48:44","2194"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","1","0","COMMUNITY","2","5","0","1940","community","2","2017-03-23 19:48:58","2195"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","2","0","WEDDING","10","5","0","1859","wedding","10","2017-03-23 19:49:09","2196"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","3","0","BASKET","9","5","1","2586","basket","9","2017-03-23 19:49:25","2197"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","4","0","STRUCTURE","8","5","0","5392","structure","8","2017-03-23 19:49:39","2198"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","0","0","BOOKSHELF","10","5","0","4682","bookshelf","10","2017-03-23 19:49:46","2199"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","5","0","TRAFFIC","0","5","0","925","traffic","0","2017-03-23 19:49:47","2200"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","0","0","DOORWAY","0","5","0","5284","doorway","0","2017-03-23 19:49:55","2201"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","6","0","MACHINE","10","5","0","1014","machine","10","2017-03-23 19:49:56","2202"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","1","0","HELICOPTER","2","5","0","3253","helicopter","2","2017-03-23 19:50:01","2203"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","7","0","MACHINE","10","5","0","1326","machine","10","2017-03-23 19:50:06","2204"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","2","0","HELICOPTER","2","5","0","3153","helicopter","2","2017-03-23 19:50:13","2205"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","1","0","MACHINE","9","5","0","3565","machine","9","2017-03-23 19:50:17","2206"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","8","0","TRAFFIC","0","5","1","3252","traffic","0","2017-03-23 19:50:22","2207"
"A1FDPHX8S6G1WM","cs_wg_v3_pilot3","3VNXK88KKCJ5MUY6P3QZXGHEWR6V98","0","0","DOORWAY","2","5","0","4049","doorway","2","2017-03-23 19:50:25","2208"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","3","0","FOOTBALL","9","5","0","2015","football","9","2017-03-23 19:50:25","2209"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","2","0","KEYBOARD","10","5","0","2101","keyboard","10","2017-03-23 19:50:29","2210"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","9","0","MACHINE","10","5","0","1023","machine","10","2017-03-23 19:50:31","2211"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","4","0","STRUCTURE","10","5","0","2826","structure","10","2017-03-23 19:50:39","2212"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","3","0","BASKET","1","5","0","2182","basket","1","2017-03-23 19:50:40","2213"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","10","0","TRAFFIC","0","5","1","1841","traffic","0","2017-03-23 19:50:40","2214"
"A1FDPHX8S6G1WM","cs_wg_v3_pilot3","3VNXK88KKCJ5MUY6P3QZXGHEWR6V98","1","0","DOORWAY","2","5","1","3881","doorway","2
","2017-03-23 19:50:46","2215"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","11","0","STOMACH","2","5","0","1222","stomach","2","2017-03-23 19:50:49","2216"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","5","0","TRAFFIC","2","5","0","1436","traffic","2","2017-03-23 19:50:49","2217"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","4","0","BASKET","1","5","1","4588","basket","1","2017-03-23 19:50:55","2218"
"A2OFN0A5CPLH57","cs_wg_v3_pilot3","3WOKGM4L71HS0G1WOVLS9DMDXUFO0N","0","0","LADDER","1","5","0","4356","ladder","1","2017-03-23 19:50:55","2219"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","6","0","WEDDING","8","5","0","1520","wedding","8","2017-03-23 19:51:00","2220"
"A1FDPHX8S6G1WM","cs_wg_v3_pilot3","3VNXK88KKCJ5MUY6P3QZXGHEWR6V98","2","0","BOOKSHELF","1","5","0","6041","bookshelf","1","2017-03-23 19:51:04","2221"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","12","0","HELICOPTER","8","5","0","4061","helicopter","8","2017-03-23 19:51:05","2222"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","5","0","MACHINE","9","5","0","4410","machine","9","2017-03-23 19:51:07","2223"
"A2OFN0A5CPLH57","cs_wg_v3_pilot3","3WOKGM4L71HS0G1WOVLS9DMDXUFO0N","1","0","BASKET","9","5","0","1623","basket","9","2017-03-23 19:51:10","2224"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","7","0","STOMACH","1","5","0","1391","stomach","1","2017-03-23 19:51:10","2225"
"A1YJTYLITTPI6B","cs_wg_v3_pilot3","3TK8OJTYM1MQEHED6SMWJ6HT1VOPVX","13","0","KEYBOARD","10","5","0","3548","keyboard","10","2017-03-23 19:51:18","2226"
"A2O5OJXCUFQ3FV","cs_wg_v3_pilot3","3TYCR1GOTCKHWG4PFXISNVL5KWTLZV","6","0","STRUCTURE","0","5","0","2404","structure","0","2017-03-23 19:51:18","2227"
"A2OFN0A5CPLH57","cs_wg_v3_pilot3","3WOKGM4L71HS0G1WOVLS9DMDXUFO0N","2","0","MACHINE","1","5","0","1234","machine","1","2017-03-23 19:51:22","2228"
"A20HITED8LB7O5","cs_wg_v3_pilot3","3TVRFO09GKGSRL4AEFU7QA5UCWVLXY","8","0","BOOKSHELF","10","5","0","1175","bookshelf","10","2017-03-23 19:51:23","2229"
"A1FDPHX8S6G1WM","cs_wg_v3_pilot3","3VNXK88KKCJ5MUY6P3QZXGHEWR6V98","3","0","KEYBOARD","0","5","1","4331","keyboard","1","2017-03-23 19:51:32","2230"
