"subject","version","assignmentId","cond","practice","prompt","choice","modality","correct","rt","trial","stamp","id"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","ought","1","5926","0","2018-01-08 22:43:50","12452"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","should","1","3967","0","2018-01-08 22:43:55","12453"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","could","1","2090","0","2018-01-08 22:43:58","12454"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 40,000 feet in the air and gets hit by an airplane.","0","possible","1","2009","0","2018-01-08 22:44:01","12455"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","could","1","7463","1","2018-01-08 22:44:10","12456"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","should","1","1535","1","2018-01-08 22:44:12","12457"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","ought","1","2705","1","2018-01-08 22:44:16","12458"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone jumps 3 feet in the air to make a basketball shot.","1","possible","1","1752","1","2018-01-08 22:44:19","12459"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","ought","1","3983","2","2018-01-08 22:44:24","12460"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","should","1","2101","2","2018-01-08 22:44:27","12461"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","could","1","902","2","2018-01-08 22:44:29","12462"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 2 miles in 15 minutes to raise money for charity.","1","possible","1","1932","2","2018-01-08 22:44:32","12463"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone burns 20 dollar bills with a match.","1","could","1","857","3","2018-01-08 22:44:33","12464"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone burns 20 dollar bills with a match.","1","possible","1","2406","3","2018-01-08 22:44:37","12465"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone burns 20 dollar bills with a match.","0","should","1","2119","3","2018-01-08 22:44:40","12466"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone burns 20 dollar bills with a match.","0","ought","1","1240","3","2018-01-08 22:44:42","12467"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","should","1","3127","4","2018-01-08 22:44:46","12468"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","could","1","1463","4","2018-01-08 22:44:49","12469"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","ought","1","1918","4","2018-01-08 22:44:52","12470"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone runs 1000 miles in 15 minutes to escape the police after committing a crime.","0","possible","1","4164","4","2018-01-08 22:44:57","12471"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","1","possible","1","3114","5","2018-01-08 22:45:01","12472"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","should","1","813","5","2018-01-08 22:45:03","12473"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","0","ought","1","752","5","2018-01-08 22:45:05","12474"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 20 pound rock and throws it at another person's head.","1","could","1","1377","5","2018-01-08 22:45:07","12475"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","0","ought","0","2163","6","2018-01-08 22:45:10","12476"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","0","could","1","1703","6","2018-01-08 22:45:13","12477"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","0","possible","1","3217","6","2018-01-08 22:45:17","12478"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone lifts a 200-ton car off the ground to save a child's life.","1","should","1","2887","6","2018-01-08 22:45:21","12479"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","0","could","1","1954","7","2018-01-08 22:45:24","12480"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","should","1","2286","7","2018-01-08 22:45:27","12481"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","0","possible","1","933","7","2018-01-08 22:45:29","12482"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","1","Imagine that someone makes 1 million dollar bills appear out of nowhere.","1","ought","1","2238","7","2018-01-08 22:45:32","12483"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","keyboard","1","possible","-1","2213","0","2018-01-08 22:45:52","12484"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","keyboard","0","ought","-1","339","0","2018-01-08 22:45:54","12485"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","keyboard","1","could","-1","1253","0","2018-01-08 22:45:58","12486"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","keyboard","0","should","-1","534","0","2018-01-08 22:46:00","12487"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","whisper","0","ought","-1","2218","1","2018-01-08 22:46:04","12488"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","whisper","0","could","-1","393","1","2018-01-08 22:46:07","12489"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","whisper","0","should","-1","740","1","2018-01-08 22:46:10","12490"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","whisper","0","possible","-1","954","1","2018-01-08 22:46:13","12491"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","sunlight","0","possible","-1","556","2","2018-01-08 22:46:15","12492"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","sunlight","0","ought","-1","856","2","2018-01-08 22:46:18","12493"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","sunlight","0","should","-1","685","2","2018-01-08 22:46:21","12494"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","sunlight","0","could","-1","1163","2","2018-01-08 22:46:24","12495"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","ladder","1","possible","-1","115","3","2018-01-08 22:46:26","12496"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","ladder","1","could","-1","186","3","2018-01-08 22:46:28","12497"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","ladder","1","ought","-1","226","3","2018-01-08 22:46:30","12498"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","ladder","1","should","-1","246","3","2018-01-08 22:46:33","12499"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","machine","0","should","-1","919","4","2018-01-08 22:46:35","12500"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","machine","1","possible","-1","450","4","2018-01-08 22:46:38","12501"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","machine","1","could","-1","770","4","2018-01-08 22:46:41","12502"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","machine","0","ought","-1","175","4","2018-01-08 22:46:43","12503"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","military","0","ought","-1","1","5","2018-01-08 22:46:45","12504"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","military","0","should","-1","70","5","2018-01-08 22:46:47","12505"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","military","0","could","-1","99","5","2018-01-08 22:46:49","12506"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","military","0","possible","-1","178","5","2018-01-08 22:46:51","12507"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","helicopter","1","could","-1","315","6","2018-01-08 22:46:54","12508"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","helicopter","1","possible","-1","46","6","2018-01-08 22:46:56","12509"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","helicopter","1","should","-1","94","6","2018-01-08 22:46:58","12510"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","helicopter","1","ought","-1","70","6","2018-01-08 22:47:00","12511"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","elephant","0","possible","-1","261","7","2018-01-08 22:47:02","12512"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","elephant","0","could","-1","418","7","2018-01-08 22:47:04","12513"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","elephant","0","should","-1","418","7","2018-01-08 22:47:07","12514"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","elephant","0","ought","-1","287","7","2018-01-08 22:47:09","12515"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","wedding","1","possible","-1","34","8","2018-01-08 22:47:11","12516"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","wedding","0","ought","-1","232","8","2018-01-08 22:47:13","12517"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","wedding","1","could","-1","369","8","2018-01-08 22:47:16","12518"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","wedding","0","should","-1","35","8","2018-01-08 22:47:18","12519"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","stomach","1","should","-1","230","9","2018-01-08 22:47:20","12520"
"A1761MS0XW2OHR","cs_wg_v9_pilot1","3B3WTRP3DB3WP3041T6OVBK5EQ629D","delay","0","stomach","1","possible","-1","541","9","2018-01-08 22:47:23","12521"
