"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A2OXTS31LD48BC","cs_wg_v10_real2","3FUI0JHJPXZZVJ77OKJJN8MBORP33Z","74663","1826340","Female","762","No","No","I was trying to visualize the words I had seen in the first part. When I was unable to remember anymore that way, I tried to think of the task where we had to pick which words we had and had not seen. ",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:29:23","2259"
"A1QTFE8FVK3HMG","cs_wg_v10_real2","3OB0CAO74HQF5UBUSQ1BHWJYGX2YH7","28675","1693350","Male","652","No","No","First off, just trying to remember any words. Secondly, remembering whether it was good or bad, then completely guessing, 50% if I was right whether it was good whether it was 9 or 10, or if it was bad, whether it was 0 or 1, because I never bothered to remember between those, I just tried to remember in part 1 if it was ""good"" or ""bad"". (Good being ""more than 5"".)",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:30:14","2260"
"AGU7OT5JMLZUM","cs_wg_v10_real2","3H8DHMCCW9C399HB2FHUH3PPQQ0DKI","54140","1969532","Female","717","Yes","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:31:13","2261"
"A2GDEY3ZE51YY1","cs_wg_v10_real2","3M0NZ3JDP1Z3UR14NA2L66PAHIF5ZO","47926","1976489","Male","723","No","No","The last part I tried to think back to the first part and tried to visualize the words and point values on the screen in front of me",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:31:20","2262"
"A1AQK667NBERJ1","cs_wg_v10_real2","392CY0QWG1SZ3I8U91VP1JG6L9II4Z","47929","1913282","Male","756","Yes","No","I just tried to remember in groupings what was worth. I know I missed some.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:31:49","2263"
"A3P2LT53J1GUBG","cs_wg_v10_real2","3LKC68YZ3A4L862HH2EDG8VJHBGOWM","45513","1790965","Male","718","No","No","I just tried to remember from memory. There was no strategy. Certain words just came to my mind first and I couldn't really think about anything else.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:32:30","2264"
"A3BQEL6A6KX8CP","cs_wg_v10_real2","3KWTYT08704JP2K089BCYREC297L5L","44341","1917355","Female","701","No","No","Try to think of the associations I had for the word to remember them by",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:32:30","2265"
"ADGE1P244LWYU","cs_wg_v10_real2","3IFS6Q0HJIKI53A5Z2R7ZMWCZPLIS6","53608","1953764","Male","697","No","No","I just tried to remember the words best that I could, but I couldn't remember them all.",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:33:52","2266"
"A1YRTL58RIDJXK","cs_wg_v10_real2","3P1L2B7AD1Q5XCQIDO7B7XE3J4CLOQ","61830","1917568","Female","736","No","No","i listed the ones i remembered right away and then tried to go through the alphabet in my head",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:34:19","2267"
"A3VRTLZK70Q8RY","cs_wg_v10_real2","336KAV9KYQTBQ48C95Y4USDWREK2YT","91632","2190006","Male","721","No","No","I started with the ones that came to my head easily and worked backward with the words that were shown quickly.  For the rest, I went through the alphabet to try to remember them.  The points were easier to remember than the words, in my opinion.  ",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:34:47","2268"
"A1LR0VQIHQUJAM","cs_wg_v10_real2","34HJIJKLP5X4POSU88U8G860TBEV49","46793","2183566","Female","700","Yes","No","The small textboxes are impossible to see what i'm typing! ",NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:35:09","2269"
"A3SL5QRF7MX2P1","cs_wg_v10_real2","3PXX5PX6LXZ4IZA5CSDZSZYTITUBAU","108491","2104149","Female","723","No","No",,NULL,NULL,NULL,NULL,NULL,NULL,"2018-01-27 16:35:14","2270"
