"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","stamp","id"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most vertical lines","6","[40,90,50,50,80,80,50,80,30,70,70,50,60,60,60,90,50,90,50,80]","0","70","0",NULL,"community",,"30114","2017-03-22 01:53:28","1638"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters before word's second letter in alphabet","3","[0,70,35,0,40,0,85,70,70,100,70,95,20,20,70,20,95,55,70,60]","1","20","1",NULL,"stomach",,"30012","2017-03-22 01:54:33","1639"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most horizontal lines","7","[50,30,70,50,70,70,80,40,10,60,70,50,60,40,60,110,30,100,60,60]","2","70","1",NULL,"traffic",,"30018","2017-03-22 01:56:03","1640"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,20,10,20,20,20,0,40,50,20,30,20,30,30,10,40,40,40]","3","60","1",NULL,"football",,"30026","2017-03-22 01:57:32","1641"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters in alphabet between word's 4th and 5th letters","4","[30,40,60,5,55,5,0,30,25,15,40,90,25,65,5,30,60,40,90,65]","4","30","0",NULL,"community",,"30029","2017-03-22 01:58:29","1642"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters come after the word's third letter in the alphabet.","2","[40,70,60,115,75,120,130,30,60,65,60,45,115,10,45,75,60,110,60,125]","5","25","1",NULL,"umbrella",,"30063","2017-03-22 01:59:27","1643"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters in alphabet between word's 5th and 6th letters","5","[75,35,15,65,95,25,15,95,110,10,55,85,25,70,35,60,10,35,5,35]","6","25","1",NULL,"bookshelf",,"30014","2017-03-22 02:00:26","1644"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Most letters in the set: T, P, O, K, I, C, H.","1","[20,40,60,0,30,30,30,30,20,30,40,30,10,20,20,60,40,30,30,0]","7","30","1",NULL,"football",,"30006","2017-03-22 02:01:48","1645"
"A2H5V1V8QIY8Y7","cs_wg_v3_pilot1","3X65QVEQI0O4ONTFNJYKCXKKA1WLCU","test","Memory","8","[0]","8","100","1",NULL,"[""traffic"",""umbrella"",""bookshelf"",""community"",""helicopter"",""football"",""ladder"",""stomach"",""doorway"",""","[""0"",""1"",""1"",""10"",""10"",""8"",""8"",""9"","""","""","""",""""]","125037","2017-03-22 02:04:17","1646"
"A3BUWQ5C39GRQC","cs_wg_v3_pilot1","3HHRAGRYX86AWAP9OR4L2ON60UNO95","test","Most letters in alphabet between word's 5th and 6th letters","5","[30,15,25,15,35,30,30,5,55,40,25,35,20,25]","0","60","0","4572",,"wedding
traffic
basket","26000","2017-03-22 23:53:04","1658"
"AMPMTF5IAAMK8","cs_wg_v3_pilot1","3T3IWE1XG6OW11B31A16ITJI928QTF","test","Most letters before word's second letter in alphabet","3","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","0","20","1","7397","STRUCTURE",,"16000","2017-03-22 23:53:23","1659"
"A3MPHGI584PR1U","cs_wg_v3_pilot1","3VAR3R6G1P2AI56ZJZY72SSVGO5O8G","test","Most letters in alphabet between word's 5th and 6th letters","5","[30,15,25,15,35,30,30,5,55,40,25,35,20,25]","0","25","1","2952","basket",,"26000","2017-03-22 23:53:46","1660"
"AMPMTF5IAAMK8","cs_wg_v3_pilot1","3T3IWE1XG6OW11B31A16ITJI928QTF","test","Most letters in the set: T, P, O, K, I, C, H.","1","[10,40,0,40,40,0,30,20,60,30,30,30,20,20]","1","40","0","7397","KEYBOARD",,"21000","2017-03-22 23:53:56","1661"
"A3BUWQ5C39GRQC","cs_wg_v3_pilot1","3HHRAGRYX86AWAP9OR4L2ON60UNO95","test","Most vertical lines","6",NULL,"1","40","1","4572","TRAFFIC",,"31000","2017-03-22 23:54:20","1662"
"AMPMTF5IAAMK8","cs_wg_v3_pilot1","3T3IWE1XG6OW11B31A16ITJI928QTF","test","Most letters in the set: S, G, E, F, B, N, L.","0","[30,10,20,10,50,40,40,0,30,20,20,20,20,30]","2","60","1","7397","STRUCTURE",,"21000","2017-03-22 23:54:37","1663"
"A3MPHGI584PR1U","cs_wg_v3_pilot1","3VAR3R6G1P2AI56ZJZY72SSVGO5O8G","test","Most letters come after the word's third letter in the alphabet.","2","[25,60,5,40,40,65,90,25,30,0,90,5,65,30]","1","25","1","2952","ladder",,"16000","2017-03-22 23:54:56","1664"
"A3BUWQ5C39GRQC","cs_wg_v3_pilot1","3HHRAGRYX86AWAP9OR4L2ON60UNO95","test","Most letters before word's second letter in alphabet","3","[25,10,65,35,55,35,5,110,60,15,85,25,70,75]","2","20","1","4572","football",,"16000","2017-03-22 23:55:00","1665"
"AMPMTF5IAAMK8","cs_wg_v3_pilot1","3T3IWE1XG6OW11B31A16ITJI928QTF","test","Most letters in alphabet between word's 4th and 5th letters","4","[30,25,25,45,35,40,25,15,45,25,25,40,30,20]","3","20","0","7397","KEYBOARD",,"26000","2017-03-22 23:55:38","1666"
"A3MPHGI584PR1U","cs_wg_v3_pilot1","3VAR3R6G1P2AI56ZJZY72SSVGO5O8G","test","Most letters in the set: T, P, O, K, I, C, H.","1","[10,40,0,40,40,0,30,20,60,30,30,30,20,20]","2","15","0","2952","community",,"21000","2017-03-22 23:55:39","1667"
