"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"AW4V84DRTH6R2","cs_wg_rev_mem_real1","3F6KKYWMNB24HF2EZS9A9V6U6UUNDS","235401","813950","Male","99","No","No",,NULL,NULL,NULL,NULL,"[""b"",""s"",""p"",""g"",""l"",""s"",""b"",""a"",""c"",""p"",""p"",""j""]","[""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember"",""i don't remember""]","2018-10-04 16:20:49","7685"
"AMVBVRHSEZGZY","cs_wg_rev_mem_real1","3IAEQB9FMELU49BSRT0X5EJLZ6WWDQ","195678","861704","Female","122","No","No",,NULL,NULL,NULL,NULL,"[""COLUMN: I enjoy reading the opinion column."",""THUMB: I trimmed my son's thumbnail this morning."",""BICYCLE: I won a bicycle in first grade."",""CRICKET: I don't like crickets."",""JACKET: I need to pack my jacket for an upcoming vacation to a cold place."",""POTATO: I love making roasted sweet potatoes."",""BLANKET: My son got a lot of baby blankets when he was born."",""SQUARE: Town Square at Disneyland is relaxing."",""ADULT: I am an adult."",""ANKLE: I hurt my ankle boxing this week."",""GARBAGE: My husband took out the garbage last night."",""LETTUCE: Lettuce was an ingredient in my lunch yesterday.""]","[""lettuce"",""garbage"",""adult"",""ankle"",""blanket"",""square"",""column"",""jacket"",""thumb"",""I don't remember"",""I don't remember"",""I don't remember""]","2018-10-04 16:21:00","7686"
"A3KHKFLJZN00QI","cs_wg_rev_mem_real1","3U5JL4WY5KAWTDXP8NVQ4T3MVV94XE","331015","1012952","Female","101","No","No",,NULL,NULL,NULL,NULL,"[""Skunk, I once ran over a skunk."",""Column. I write words in a column for my grocery list."",""Basket. I store stuff in a basket."",""Market: I go shopping at the supermarket."",""Spatula: I flip eggs with a spatula."",""banana: I love bananas"",""wizard: I watched a movie with a wizard."",""bicyle: I ride a bicycle."",""baker: I used to be a baker."",""mouse. I have seen a mouse."",""cowboy: I have met a cowboy."",""jacket: I wear a jacket.""]","[""banana"",""wizard"",""cowboy"",""baker"",""mouse"",""'I don't remember' "",""'I don't remember' "",""'I don't remember' "",""'I don't remember' "",""'I don't remember' "",""'I don't remember' "",""'I don't remember' ""]","2018-10-04 16:21:19","7687"
"AHXO376ALG8WN","cs_wg_rev_mem_real1","3Z7ISHFUH0WMH9K6L89OIQZ25H28ZL","610174","1119593","Female","121","No","No",,NULL,NULL,NULL,NULL,"[""I don't like perfume."",""I've never been on a rocket"",""I don't have any square tattoos"",""I am not a smoker"",""My bed is made of bamboo"",""I use reusable cloth napkins "",""I like a nice penguin"",""I drink a lot of liquid"",""I don't pay for garbage disposal"",""I once lived on the volcano of Hawaii"",""Vultures are freaking awesome"",""I need to go to the farmers market soon""]","[""liquid"",""volcano"",""penguin"",""vulture"",""garbage"",""perfume"",""square"",""market"",""rocket"",""I don't remember"",""I don't remember"",""I don't remember""]","2018-10-04 16:21:32","7688"
"AFQBIZY6BT7P2","cs_wg_rev_mem_real1","3P59JYT76LLF9I9IZZB5MBLIYLQT2P","489302","934061","Female","96","No","No",,NULL,NULL,NULL,NULL,"[""I think avocado is a great fruit."",""The best liquid is water."",""I dont like pickle juice."",""I want to own a big house."",""I think my cat lost a whisker."",""I never wanted to be a cowboy."",""The arcade used to rob us."",""I think your dad is wearing a blouse."",""That nigga stole my jacket!"",""Your mom looks like she plays hockey."",""I want to grow a tomato plant."",""This drink is for an adult.""]","[""adult"",""pickle"",""tomato"",""hockey"",""blouse"",""avocado"",""I do not remember"",""I do not remember"",""I do not remember"",""I do not remember"",""I do not remember"",""I do not remember""]","2018-10-04 16:21:41","7689"
"A2MK7JYJLKWSIH","cs_wg_rev_mem_real1","3IXEICO792K3RJSJM1N8CO2UEQR6TI","350699","1135230","Female","128","No","No",,NULL,NULL,NULL,NULL,"[""BAMBOO: My childhood friend's neighborhood had a bamboo forest in it."",""NAPKIN: I never seem to have enough napkins in my house for mealtimes."",""AIRBAG: Luckily, I've never been in a car when an airbag when off."",""COWBOY: My brother in law wants to be a real cowboy."",""PERFUME: My husband and I share unisex perfume from Calvin Klein and I love it."",""MOUTH: I am having a baby and can't wait to see what it's sweet little mouth looks like."",""CHICKEN: We had chicken for dinner last night."",""GROUND: I don't buy ground beef much, but I do love ground beef tacos."",""LETTUCE: Speaking of tacos, there is nothing better than fresh iceberg lettuce to top off a taco."",""WHISKER: My husband needs to shave his beard so badly because his whiskers always hurt me when we kiss."",""VOLCANO: We are naming my daughter after a volcano caldera in Greece."",""BUCKET: I used to play a game as a child called stomp the bucket. ""]","[""BAMBOO"",""LETTUCE"",""BUCKET"",""WHISKER"",""MOUTH"",""GROUND"",""CHICKEN"",""COWBOY"",""NAPKIN"",""I don't remember"",""I don't remember"",""I don't remember""]","2018-10-04 16:22:03","7690"
"A15M1ADLSNZGSJ","cs_wg_rev_mem_real1","3IO1LGZLK9YKTZ0VJ3CDLS670D686V","451104","1072276","Female","124","No","No",,NULL,NULL,NULL,NULL,"[""SQUID: I like eating fried squid."",""POTATO: I am a potato."",""SCUBA: Scuba diving is done at a beach."",""BUCKET: The bucket is filled with water."",""AVOCADO: I like avocado in my burritos."",""VOLCANO: There is no volcano in my city."",""SMOKER: Smokers should be locked up."",""CRICKET: I made a joke, and the crickets laughed."",""PUMPKIN: Pumpkin spice lattes are in season right now."",""ARCADE: I went to the arcades when I was younger."",""HOUSE: One day, I will own a house."",""VULTURE: I once saw a video of a vulture.""]","[""AVOCADO"",""VULTURE"",""SCUBA"",""VOLCANO"",""PUMPKIN"",""HOUSE"",""BUCKET"",""POTATO"",""ARCADE"",""SQUID"",""I don't remember"",""I don't remember""]","2018-10-04 16:22:22","7691"
"A18EYTQN3BKVOR","cs_wg_rev_mem_real1","374TNBHA8BWSINAXBGO5QAB0TTLYQW","306052","1084128","Male","128","No","No",,NULL,NULL,NULL,NULL,"[""Thumb - my largest digit. I'm attached to it"",""Palace - a crazy nice residence"",""Whisker - cats whiskers tickle"",""Jacket - I live in a warm climate, no jackets needed"",""Square - a nice box"",""Blanket - if I lived in the cold I'd need a blanket"",""Perfume - Makes one less stinky"",""Cancer - that sucks"",""Baker - I was once a baker at a restaurant"",""Column - A vertical row in a spreadsheet"",""Avocado - one of my favorite foods"",""Picture - I have many pictures of my kids""]","[""Picture"",""Cancer"",""Avocado"",""Blanket"",""Jacket"",""Column"",""Baker"",""Whisker"",""I don't remember"",""I don't remember"",""I don't remember"",""I don't remember""]","2018-10-04 16:22:47","7692"
"A3VJIRQGLY6C2H","cs_wg_rev_mem_real1","3T3IWE1XG6OW11B31A16ITJLER5TQ4","284698","938775","Female","127","No","No",,NULL,NULL,NULL,NULL,"[""Flute:  I played the flute in high school."",""Pumpkin:  Pumpkin spice latte is my favorite starbucks drink."",""Pickle.  My daughter's favorite food is a pickle."",""smoker:  my husband is a smoker."",""airbag:  An airbag is dangerous to small children."",""rabbit:  The Easter bunny is a rabbit."",""Garbage.  My son's job is to take out the garbage"",""Banquet:  We always go to the band banquet."",""thumb:  I sucked my thumb when I was a baby."",""Pebble:  I had a pebble in my shoe."",""skunk: A skunk spray is smelly."",""whisker.  My cat has a really long whisker.""]","[""banquet"",""rabbit"",""skunk"",""thumb"",""pumpkin"",""flute"",""pickle"",""garbage"",""whisker"",""i dont remember"",""i dont remember"",""i dont remember""]","2018-10-04 16:22:59","7693"
"A2R1TM9CS8OAL","cs_wg_rev_mem_real1","3QAVNHZ3EM5GV8WH352T62UZGWVLAK","348806","1139298","Male","123","No","No",,NULL,NULL,NULL,NULL,"[""Island: I once went to an island"",""Pelican: While on the island, I saw a Pelican"",""Squid: While on the island, I later saw a squid."",""Pumpkin: I carved a pumpkin for Halloween."",""Market: I bought some lemons at the market."",""Banquet: I went to a lovely lunch banquet."",""Costume: I wore a costume for Halloween."",""Napkin: I dabbed my face with a napkin after lunch."",""Turkey: I cooked a turkey for Thanksgiving"",""Company: I'm part of a large company."",""Seagull: While on the beach, I saw a seagull."",""Banana: I ate a ripe banana at lunch.""]","[""Banana"",""Seagull "",""Pelican"",""Pumpkin"",""Banquet"",""Costume"",""Turkey"",""I don't remember."",""I don't remember."",""I don't remember."",""I don't remember."",""I don't remember.""]","2018-10-04 16:23:04","7694"
