"A10LB72MTC4WY",0.59
"A115A6OQBJFVVS",0.58
"A11WDOV75L36VU",0.22
"A1257SFH8W5MCV",0.58
"A14NSVH4W27CK0",0.26
"A15M1ADLSNZGSJ",0.55
"A15X53NW6KXL17",0.87
"A17KN7NAP48L4B",0.87
"A18EYTQN3BKVOR",0.59
"A18GLXN59JTX9F",0.87
"A19T6S24SPI0KT",0.16
"A1EDMN0J522ATZ",0.59
"A1H1754EC3SL2L",0.56
"A1H6F9DHXY0BBT",0.17
"A1H8LINFP0F1L9",0.56
"A1HDRB3VB48WJ8",0.23
"A1M0RY7GLI1ZYX",0.56
"A1M1T2EF4Y2IW8",0.59
"A1MDOWPQ04PFYB",0.55
"A1N2O9SRQSVL03",0.56
"A1N71B6QU2R0LA",0.87
"A1NGL7AGMDMVO7",0.55
"A1O5ZMGXKSEVB",0.46
"A1QDDGYC5UB9YA",0.87
"A1R06NU178MGMJ",0.5
"A1R6380VF7JBQK",0.49
"A1SQJODGLZ8XEA",0.49
"A1SRME5371GYRG",0.59
"A1UMTU09H1EVM9",0.39
"A1WTUFTRMUN5IR",0.86
"A1XDJXYXQJL8WR",0.55
"A1XT2TVONKZHVJ",0.87
"A1YZK4C8Y49H95",0.56
"A20MFX2MRQ2P55",0.87
"A224B7BAQ0MZSN",0.58
"A22T69YW4WUANF",0.59
"A23FFG7ZKVBI5Z - Earnings: $6.85
A23FFG7ZKVBI5Z - Earnings: $6.85
 COPIEDA23FFG7ZKVBI5Z - Earnings: ",0.41
"A24ZI7SMYHCNAR",0.87
"A267TQL6LVWW7K",0.46
"A28JBLYZSQRJ5Y",0.46
"A29SHESBX1WC60",0.87
"A29VTPJZUONSEG",0.56
"A2ALA9DP7EYFAP",0.59
"A2BK6BKYNHETY1",0.59
"A2COHBJ7FF7F9P",0.41
"A2CVOAPAPF9GFP",0.87
"A2D52PK3Z04U7O",0.48
"A2DUM57VSJIV4D",0.53
"A2EB464WBMP994",0.85
"A2EFZBN4OLNH7S",0.57
"A2F43QO4ORWI2M",0.56
"A2FZQWPIQ4I9KU",0.59
"A2GYIYSU8ZXJP3",0.58
"A2I0PRN7JKYRHQ",0.59
"A2ICUMRPC5OK68",0.87
"A2II2W80AGDMBT",0.55
"A2IIDZ73IWBGDP",0.52
"A2IXBTOWQRCLPZ",0.86
"A2J9RNKXNLRKVC",0.87
"A2MGH3TS8WOQ2Q",0.87
"A2MHXZ7N1CNGY2",0.87
"A2MK7JYJLKWSIH",0.56
"A2NK8L3GI8IGXN",0.59
"A2NS6K0B3X3BVK",0.57
"A2O0ITFUE6HCFW",0.4
"A2PNXA6CHF87C5",0.52
"A2Q0KK9YL1O7B6",0.87
"A2QRY36EDQDBUH",0.87
"A2R1TM9CS8OAL",0.49
"A2R3KI7FWWGBIV",0.87
"A2RL6W36Z9MWJZ",0.86
"A2RT2DT17HMQ2M",0.53
"A2S09R2TB55WBN",0.87
"A2S54MTAZWS3IZ",0.49
"A2SAWJZQM8GTF6",0.59
"A2TGSYIIRDHYQ",0.19
"A2UMVPFBDCK5GK",0.87
"A2VQ3T52UMV4FM",0.56
"A2WNVOR5TS7IJ3",0.4
"A2XTMKV4WMK2JF",0.42
"A30OVNUJK38HZT",0.59
"A31X1FW485DON4",0.87
"A34RKTE4YXPTGG",0.34
"A34SCRE20A7XV5",0.87
"A35H05ZTUL743M",0.55
"A36K9RLACSPRER",0.54
"A375QMBFYKKU9W",0.58
"A37Q4O126A4RNA",0.58
"A38HO7O8CY27TD",0.56
"A3BN8ULBRQ01IN",0.87
"A3BYVU66KV1N69",0.56
"A3DKLZQ9T353MH",0.59
"A3DMSP55I880KW",0.54
