"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","choice","scratch","rt","stamp","id"
"A22ABLVEI5EGPL","cs_wg_v7_pilot5","3RXPCZQMQPC4FS5GWVCKI9WNDZ7G1C",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","3","0","42166","keyboard",,"180","2018-04-23 13:55:50","15904"
"A22ABLVEI5EGPL","cs_wg_v7_pilot5","3RXPCZQMQPC4FS5GWVCKI9WNDZ7G1C",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","36710","structure",,"15","2018-04-23 13:56:57","15905"
"APRZ7BR8C0ZMQ","cs_wg_v7_pilot5","3R2PKQ87NW9F78X0F5VLNDX6QNUIME",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","45554","STRUCTURE",,"180","2018-04-23 13:58:26","15906"
"APRZ7BR8C0ZMQ","cs_wg_v7_pilot5","3R2PKQ87NW9F78X0F5VLNDX6QNUIME",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","19627",,,"15","2018-04-23 13:59:28","15907"
"A22ABLVEI5EGPL","cs_wg_v7_pilot5","3RXPCZQMQPC4FS5GWVCKI9WNDZ7G1C",,"Memory","2",,"2","10","1","20312","[""structure"",""machine"",""helicopter"",""doorway"",""stomach"",""umbrella"",""football"",""keyboard"",""basket"",""ladder"",""community"",""traffic"","""",""""]",,"180","2018-04-23 14:00:20","15908"
"A1PZGWWHXS1B3T","cs_wg_v7_pilot5","38SKSKU7R1YV1QFFFTU6N0IHQI4ILC",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","43250","keyboard",,"180","2018-04-23 14:00:45","15909"
"A1PZGWWHXS1B3T","cs_wg_v7_pilot5","38SKSKU7R1YV1QFFFTU6N0IHQI4ILC",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","77633",,"stomach, keyboard, bookshel","15","2018-04-23 14:02:37","15910"
"APRZ7BR8C0ZMQ","cs_wg_v7_pilot5","3R2PKQ87NW9F78X0F5VLNDX6QNUIME",,"Memory","2",,"2","10","1","43470","[""WEDDING"",""LADDER"",""STRUCTURE"",""DOORWAY"",""FOOTBALL"",""TRAFFIC"",""BOOKSHELF"",""STOMACH"",""UMBRELLA"",""MACHINE"",""HELICOPTER"","""","""",""""]",,"180","2018-04-23 14:03:15","15911"
"A3F51C49T9A34D","cs_wg_v7_pilot5","333U7HK6I9G8YPBTKUHIGOPCUORDJ3",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","118333","keyboard","keyboard","180","2018-04-23 14:03:24","15912"
"A3F51C49T9A34D","cs_wg_v7_pilot5","333U7HK6I9G8YPBTKUHIGOPCUORDJ3",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","40573",,"stru","15","2018-04-23 14:04:47","15913"
"A1PZGWWHXS1B3T","cs_wg_v7_pilot5","38SKSKU7R1YV1QFFFTU6N0IHQI4ILC",,"Memory","2",,"2","10","1","6606","[""stomach"",""bookshelf"",""doorway"",""keyboard"",""machine"",""helicopter"",""umbrella"","""","""","""","""","""","""",""""]",,"180","2018-04-23 14:05:46","15914"
"A3UFERVCN9A8IH","cs_wg_v7_pilot5","32UTUBMZ7GXOAND3NN4VOMC6MQNVB0",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","38531","keyboard",,"180","2018-04-23 14:05:58","15915"
"A3UFERVCN9A8IH","cs_wg_v7_pilot5","32UTUBMZ7GXOAND3NN4VOMC6MQNVB0",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","17099","doorwa",,"15","2018-04-23 14:06:44","15916"
"A3F51C49T9A34D","cs_wg_v7_pilot5","333U7HK6I9G8YPBTKUHIGOPCUORDJ3",,"Memory","2",,"2","10","1","46561","[""strcture"",""bookshelf"",""football"",""traffic"",""ladder"",""keyboard"",""wedding"",""stomach"",""doorway"",""basket"",""community"","""","""",""""]",,"180","2018-04-23 14:08:37","15917"
"A21M2USASL1O05","cs_wg_v7_pilot5","3H0W84IWBK3UOJ86OU1BOXTO4HMRE2",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","327892","KEYBOARD",,"180","2018-04-23 14:08:49","15918"
"A21M2USASL1O05","cs_wg_v7_pilot5","3H0W84IWBK3UOJ86OU1BOXTO4HMRE2",,"Alphabet position of third-to-last letter.","1","[9,1,4,9,5,12,1,23,20,6,21,9,1,11]","1","5","1","23459","BLANKET",,"15","2018-04-23 14:09:40","15919"
"A3UFERVCN9A8IH","cs_wg_v7_pilot5","32UTUBMZ7GXOAND3NN4VOMC6MQNVB0",,"Memory","2",,"2","10","1","11216","[""machine"",""stomach"",""traffic"",""ladder"",""doorway"",""keyboard"",""wedding"",""basket"","""","""","""","""","""",""""]",,"180","2018-04-23 14:09:58","15920"
"A21M2USASL1O05","cs_wg_v7_pilot5","3H0W84IWBK3UOJ86OU1BOXTO4HMRE2",,"Memory","2",,"2","10","1","11388","[""BASKET"",""TRAFFIC"",""STOMACH"",""MACHINE"",""BOOKSHELF"",""HELLICOPTER"","""","""","""","""","""","""","""",""""]",,"180","2018-04-23 14:12:54","15921"
"A11BSFO4LMHPXQ","cs_wg_v7_pilot5","3Q5ZZ9ZEVOGOAV0HEK28TMS61W0584",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","285874","Keyboard",,"180","2018-04-23 14:15:26","15922"
"A1ICXZVLIZM6IF","cs_wg_v7_pilot5","3P59JYT76LLF9I9IZZB5MBLHVZTT2F",,"Alphabet position of third letter.","0","[3,14,3,12,14,1,14,14,11,0,17,2,24,18]","0","5","1","31745","Keyboard","Keyboard","180","2018-04-23 14:17:40","15923"
