"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A2U2SUED1ODL4D","cs_wg_mon_int_pilot1","3ZR9AIQJUBAOWNRE5B6JVFGC7WH04C","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","5601","15","0","Z","Z","21000",,,"2019-01-21 21:58:39","34112"
"A2U2SUED1ODL4D","cs_wg_mon_int_pilot1","3ZR9AIQJUBAOWNRE5B6JVFGC7WH04C","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""March"":""0"",""July"":""0"",""February"":""0"",""August"":""0"",""October"":""0"",""May"":""0"",""December"":""0"",""June"":""0"",""November"":""0"",""September"":""0"",""April"":""0"",""January"":""0""}","{}","36793",,,"2019-01-21 22:00:23","34113"
"AUTYWXILTACCR","cs_wg_mon_int_pilot1","3IOEN3P9S7K2IZGAKI3Y6IJ08FV163","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","33458","0","1","September",,"21000",,,"2019-01-21 22:18:29","34114"
"AUTYWXILTACCR","cs_wg_mon_int_pilot1","3IOEN3P9S7K2IZGAKI3Y6IJ08FV163","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":""1"",""August"":""1"",""February"":""0"",""November"":""1"",""September"":""0"",""May"":""1"",""April"":""0"",""January"":""0"",""December"":""1"",""July"":""1"",""June"":""1"",""March"":""1""}","{}","8579",,,"2019-01-21 22:20:04","34115"
"AY5OS6NZWVX22","cs_wg_mon_int_pilot1","3LWJHTCVCCNMIWT26QWH1P4L9QPFQE","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","70539","0","1","may",,"21000",,,"2019-01-21 22:20:45","34116"
"AY5OS6NZWVX22","cs_wg_mon_int_pilot1","3LWJHTCVCCNMIWT26QWH1P4L9QPFQE","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""May"":""0"",""March"":""0"",""August"":""0"",""September"":""0"",""February"":""0"",""April"":""0"",""October"":""0"",""January"":""0"",""June"":""0"",""November"":""0"",""December"":""1"",""July"":""1""}","{}","5778",,,"2019-01-21 22:22:15","34117"
"A3T1AU8XOEZZXY","cs_wg_mon_int_pilot1","3FFJ6VRIL1PI4UQTQ08NPGQVCE6I0X","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","63886","0","1","may",,"21000",,,"2019-01-21 22:50:52","34118"
"A3T1AU8XOEZZXY","cs_wg_mon_int_pilot1","3FFJ6VRIL1PI4UQTQ08NPGQVCE6I0X","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""January"":""0"",""October"":""1"",""December"":""1"",""May"":""0"",""March"":""0"",""June"":""1"",""August"":""1"",""November"":""1"",""April"":""0"",""September"":""1"",""July"":""1"",""February"":""0""}","{}","84161",,,"2019-01-21 22:53:52","34119"
"A2FZFVZYY4DJ7X","cs_wg_mon_int_pilot1","3SKRO2GZ71S9HE1ZMMXZG1OI9BKK1Y","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","33043","0","1","November","November","21000",,,"2019-01-21 23:00:28","34120"
"A2FZFVZYY4DJ7X","cs_wg_mon_int_pilot1","3SKRO2GZ71S9HE1ZMMXZG1OI9BKK1Y","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""April"":""1"",""February"":""0"",""December"":""1"",""June"":""1"",""October"":""1"",""August"":""1"",""January"":""1"",""July"":""1"",""May"":""1"",""November"":""0"",""March"":""0"",""September"":""0""}","{}","33445",,,"2019-01-21 23:02:23","34121"
