"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"AW0225ONUAPO5","cs_wg_mon_deconf_v1_pilot2","3EJPLAJKEMHZDV1ISTCQYC3C8WDZ6M","47427","388007","Male","306","No","No","all good. I just guessed","1","1","0","0",NULL,NULL,"2018-11-02 20:16:55","9300"
"A2VZIJ7AZ537QP","cs_wg_mon_deconf_v1_pilot2","3H0W84IWBK3UOJ86OU1BOXTQGDHRE5","84590","612285","Female","317","Yes","No","none","0","1","0","1",NULL,NULL,"2018-11-02 20:17:30","9301"
"A1XZ40T91S5YFU","cs_wg_mon_deconf_v1_pilot2","37TRT2X24QSFJSD96YQCLY1E3ZABJX","79994","629814","Female","315","No","No","Thinking","1","1","0","1",NULL,NULL,"2018-11-02 20:17:37","9302"
"AYYL6SPHBIWB","cs_wg_mon_deconf_v1_pilot2","3ATTHHXXWAPQ1KW4TCXUYUD69N9IX1","75644","680123","Male","533","No","No","March was the first word to come to mind.  From there my mind went to April, then May.  Settled on May.","0","0","1","1",NULL,NULL,"2018-11-02 20:18:07","9303"
"A27Y4NEIQQH00M","cs_wg_mon_deconf_v1_pilot2","3TXMY6UCAEPFFK9SFO6GTJJIZF2QCA","84341","709346","Male","501","Yes","No","no. My strategy was to think as quick as possible on a letter far in the alphabet.","1","1","1","1",NULL,NULL,"2018-11-02 20:18:45","9304"
"A5TI9UQEPLNWI","cs_wg_mon_deconf_v1_pilot2","317HQ483I7TLPQI0R6AL0SM879ZNIM","74792","745340","Male","521","No","No","Write down the first month that came to mind with a late third letter and then panic when I thought of a much better word but with no time to reach the keyboard","0","1","1","1",NULL,NULL,"2018-11-02 20:19:00","9305"
"A2VXEPC4KG1CWU","cs_wg_mon_deconf_v1_pilot2","3IGI0VL647LVLCT3P1NQKPIUJIYNOH","88248","695865","Male","525","No","No","I went backwards from Z and tried to think which month had that letter in it. I quickly came to ""V"" and thought of November first","0","0","1","1",NULL,NULL,"2018-11-02 20:19:07","9306"
"A2OYV1JVQV6KIC","cs_wg_mon_deconf_v1_pilot2","3G2UL9A02DFGTLVC9YK77SADY30762","153839","640747","Female","370","No","No",,"0","1","0","1",NULL,NULL,"2018-11-02 20:19:59","9307"
"AZA73HKJIZ7FL","cs_wg_mon_deconf_v1_pilot2","34X6J5FLPTZ2NYFYPGN2GNWDPZBQJO","123552","766473","Male","455","No","No","I was trying to think of the 3rd letter in the month closest to Z","1","1","1","1",NULL,NULL,"2018-11-02 20:20:00","9308"
"A3AHB644URDPQW","cs_wg_mon_deconf_v1_pilot2","3R6P78PK7KC5OCHPYEWUOFFKHETTG1","105783","735257","Male","533","Yes","No",,"1","1","1","1",NULL,NULL,"2018-11-02 20:20:19","9309"
"A277V4SHQB8JRS","cs_wg_mon_deconf_v1_pilot2","3IAEQB9FMELU49BSRT0X5EJM8GVDW1","124996","864090","Male","540","No","No","I tried to think quickly of the first letters of each month, but once MAY popped into my head, I realized no other month had a 'Z' in the third position, so MAY must be the best choice.","0","1","1","1",NULL,NULL,"2018-11-02 20:21:21","9310"
"AC05CZ95ORIMY","cs_wg_mon_deconf_v1_pilot2","3TR2532VIPV9DGWEA794AIFMPYZJ6K","83859","840061","Female","540","No","No","saying months in order as soon as timer ran out May dawned on me.","0","0","1","0",NULL,NULL,"2018-11-02 20:21:38","9311"
"A3HZA5ZOPA298N","cs_wg_mon_deconf_v1_pilot2","3DBQWDE4Y6Z9D2NLKMRRBJI32NV5NW","191821","647779","Male","501","Yes","No",,"0","1","1","1",NULL,NULL,"2018-11-02 20:22:22","9312"
"A1U9ZW9SEWWLJ0","cs_wg_mon_deconf_v1_pilot2","3Z7ISHFUH0WMH9K6L89OIQZ3ER28ZG","81809","647036","Female","540","No","No","I went through the months as quickly as I could to figure it out.","0","0","1","0",NULL,NULL,"2018-11-02 20:22:24","9313"
"A22N5ONOWPNZGB
","cs_wg_mon_deconf_v1_pilot2","3QL2OFSM96JUCNW0ZWEZPPODU4GCNA","65085","784467","Female","497","No","No","I wrote in the month with the latest third letter that had came to mind after going through a few in my head within the allotted time.","0","1","1","1",NULL,NULL,"2018-11-02 20:22:29","9314"
