"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A1WKF2VH7TV0H2","cs_wg_mon_notr_v2_real1","3TVSS0C0E111LY7PDJ0CAI1793YWTG","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","6069",,"0","october",,"15003",,,"2018-10-24 13:59:08","28305"
"A2OATZCX1YXE77","cs_wg_mon_notr_v2_real1","3YJ6NA41JBHHNMEJP38DGI62I44PJ9","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","13796",,"0","may",,"35002",,,"2018-10-24 13:59:33","28306"
"A1B1MSMA5GWPUA","cs_wg_mon_notr_v2_real1","3PPTZCWALQLSNDK272QO4HK26Y3ZQV","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","15939",,"0","May",,"10021",,,"2018-10-24 13:59:56","28307"
"A1WKF2VH7TV0H2","cs_wg_mon_notr_v2_real1","3TVSS0C0E111LY7PDJ0CAI1793YWTG","10","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""November"":0,""January"":0,""October"":1,""June"":0,""July"":0,""March"":0,""December"":1,""May"":0,""August"":0,""April"":0,""February"":0,""September"":1}",,"2231",,,"2018-10-24 14:00:01","28308"
"A3Q0YQWQLOW7L0","cs_wg_mon_notr_v2_real1","3K3R2QNK8B459F96KDGU1UFYUGKU9F","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","8437",,"0","january",,"15005",,,"2018-10-24 14:00:16","28309"
"A2JBB3E2Y3LXJH","cs_wg_mon_notr_v2_real1","3KJYX6QCM9CUS6BFBFHCMAVK4S5VJ0","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","13383",,"0","november",,"10017",,,"2018-10-24 14:00:28","28310"
"A356EVHB3TU90R","cs_wg_mon_notr_v2_real1","317HQ483I7TLPQI0R6AL0SM75AEINU","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","17564",,"0","november",,"35001",,,"2018-10-24 14:00:36","28311"
"A2OATZCX1YXE77","cs_wg_mon_notr_v2_real1","3YJ6NA41JBHHNMEJP38DGI62I44PJ9","30","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""July"":1,""June"":1,""September"":1,""January"":1,""February"":1,""April"":1,""May"":1,""December"":1,""October"":1,""August"":1,""November"":1,""March"":1}",,"14697",,,"2018-10-24 14:00:46","28312"
"A35NZAXRVLAC0G","cs_wg_mon_notr_v2_real1","32AT8R96GLANEU55TJGLIPKOM49USQ","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","20845",,"0","octobh",,"10003",,,"2018-10-24 14:00:46","28313"
"A1T1UXNC6M772C","cs_wg_mon_notr_v2_real1","33JKGHPFYCV7L98RCL8DSLTOMJYNMF","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","10","0","9537",,"0","september",,"10004",,,"2018-10-24 14:00:52","28314"
"A1G5UBN2E7G5KP","cs_wg_mon_notr_v2_real1","3B837J3LDOXVY2DOPPLGDEX4F55SRK","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","11128",,"0","May",,"35003",,,"2018-10-24 14:01:06","28315"
"A16Z9FSSF1X74O","cs_wg_mon_notr_v2_real1","3C5W7UE9CFRCX3MVERVMQNKMOX8MXY","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","1","0","7852",,"0","november",,"25004",,,"2018-10-24 14:01:12","28316"
"A3YVH0VDYVLXH","cs_wg_mon_notr_v2_real1","3RJSC4XJ10V6S6VEJGPT07MPSVY05S","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","7224",,"0","MAY",,"35006",,,"2018-10-24 14:01:12","28317"
"A2OPC5SR07A46Q","cs_wg_mon_notr_v2_real1","3WZ36BJEV3H9XV9EIS4GN4OMZ2GTBX","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","12843",,"0","may",,"8006",,,"2018-10-24 14:01:32","28318"
"A1B1MSMA5GWPUA","cs_wg_mon_notr_v2_real1","3PPTZCWALQLSNDK272QO4HK26Y3ZQV","5","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""May"":1,""January"":1,""August"":0,""November"":0,""October"":0,""March"":0,""February"":1,""September"":0,""July"":0,""December"":0,""June"":0,""April"":0}",,"36495",,,"2018-10-24 14:01:33","28319"
"A3Q0YQWQLOW7L0","cs_wg_mon_notr_v2_real1","3K3R2QNK8B459F96KDGU1UFYUGKU9F","10","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""January"":1,""October"":0,""November"":0,""March"":0,""February"":1,""July"":1,""April"":0,""December"":1,""September"":0,""August"":1,""May"":0,""June"":1}",,"13479",,,"2018-10-24 14:01:34","28320"
"A3VPOIH7IKAGAF","cs_wg_mon_notr_v2_real1","3GDTJDAPVUCMI2LN6JJUAO3TXO08MD","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","8008",,"0","may",,"25003",,,"2018-10-24 14:01:40","28321"
"A356EVHB3TU90R","cs_wg_mon_notr_v2_real1","317HQ483I7TLPQI0R6AL0SM75AEINU","30","choice-set","2",NULL,"2","-1","-1","-1",,"0","{""December"":1,""February"":1,""October"":1,""September"":1,""January"":1,""March"":1,""November"":1,""June"":0,""August"":0,""July"":0,""May"":0,""April"":0}",,"14446",,,"2018-10-24 14:01:42","28322"
"AJDMNI5LT1VKR","cs_wg_mon_notr_v2_real1","3VAR3R6G1P2AI56ZJZY72SSYSOEO87","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","10690",,"0","april",,"25002",,,"2018-10-24 14:01:45","28323"
"AFUT93A2EHT7Y","cs_wg_mon_notr_v2_real1","3FE7TXL1LIO2H2HQIVHAH6AVLP4Q2E","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","7696",,"0","may",,"25016",,,"2018-10-24 14:01:46","28324"
"A111EHX8MOB8B9","cs_wg_mon_notr_v2_real1","3J4Q2Z4UTY4OTIFXWF6H5DQKPWZWQ2","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","25","1","31545",,"0","march",,"10006",,,"2018-10-24 14:01:46","28325"
