"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A3BOZ602TN5WKP","cs_wg_full_v2_real2","3PH3VY7DJLYX7AGOJBPUW62O2YPWZ7","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","30810","0","1","ANIMAL","aNIMAL","16000",,,"2018-07-02 14:53:54","20914"
"AY7118XTQ3FDG","cs_wg_full_v2_real2","3UJ1CZ6IZHQ6TFFQSI8DADS8VMMS5I","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","21620","26","0","buzz","buzz","16000",,,"2018-07-02 14:54:03","20915"
"A3BOZ602TN5WKP","cs_wg_full_v2_real2","3PH3VY7DJLYX7AGOJBPUW62O2YPWZ7","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""liquid:false"",""tongue:false"",""balcony:false"",""firefly:false"",""monkey:false"",""battery:true"",""animal:true"",""barrel:false"",""science:false"",""pillar:false"",""canvas:false"",""bagpipe:false""]",,"9885",,,"2018-07-02 14:54:05","20916"
"A2UMPV8X9EJTHQ","cs_wg_full_v2_real2","36PW28KO4ZX2P2MPMJFPT74FM9EEA9","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","41072","0","1","Barrel","hi :)","16000",,,"2018-07-02 14:56:29","20917"
"A3686GG56DXS8W","cs_wg_full_v2_real2","3LEP4MGT3G12G6DHW241I0604FYDBA","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25389","0","1","liquid",,"16000",,,"2018-07-02 14:56:34","20918"
"AY7118XTQ3FDG","cs_wg_full_v2_real2","3UJ1CZ6IZHQ6TFFQSI8DADS8VMMS5I","memory","Memory","1","[]","1","30","1","16171",,"0","[""trivia"",""baboon"",""addict"",""planet"",""animal"",""picture"",""pickle"",""walrus"",""beggar"",""forgery"",""javelin"",""firefly""]","[""12"",""4"",""3"",""2"",""8"",""11"",""1"",""5"",""6"",""7"",""9"",""10""]","181000",,,"2018-07-02 14:57:22","20919"
"A3TZNS3TG01U9B","cs_wg_full_v2_real2","3YDGXNSEOZV6ECWH0FJYOUMTJWK84T","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","32109","0","1","beggar",,"16000",,,"2018-07-02 14:57:25","20920"
"AWNABP5CWAQI4","cs_wg_full_v2_real2","38JBBYETQOBNND68DI5YG4IFUZI4EO","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","36856","0","1","DEMON
","BUCKET
DEMON
","16000",,,"2018-07-02 14:57:40","20921"
"AN7TDZHL4UFJJ","cs_wg_full_v2_real2","30BXRYBRP4YBGPGUDPJNWZYJ689HW3","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37885","0","1","Penguin","Penguin
Coffin
","16000",,,"2018-07-02 14:58:20","20922"
"A1MZ1EU82NE0PQ","cs_wg_full_v2_real2","32RIADZISS5OXWBQEDP35LMUVQR4SP","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","0","0","69639","26","0","Fizzel",,"16000",,,"2018-07-02 14:58:22","20923"
"A1MZ1EU82NE0PQ","cs_wg_full_v2_real2","32RIADZISS5OXWBQEDP35LMUVQR4SP","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""liquid:true"",""beggar:false"",""baboon:false"",""coffee:true"",""pickle:false"",""priest:true"",""demon:false"",""spiral:false"",""science:false"",""pillar:false"",""heaven:true"",""bagpipe:false""]",,"24365",,,"2018-07-02 14:58:48","20924"
"A24BN4WKUH4LR2","cs_wg_full_v2_real2","3E4GGUZ1T8SG6ZJV5QXDLKYMUIIK2S","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25203","0","1","tennis","smoker 
tennis
","16000",,,"2018-07-02 14:58:53","20925"
"A14V90N59Y93CH","cs_wg_full_v2_real2","3HPZF4IVNMUOOM0E6YNA65MJ4O4CYO","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","42913","0","1",,,"16000",,,"2018-07-02 14:58:56","20926"
"ARSABS3TFA1GU","cs_wg_full_v2_real2","3U5JL4WY5KAWTDXP8NVQ4T3MA5T4XX","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","29682","0","1","Cabinet",,"16000",,,"2018-07-02 14:58:57","20927"
"A35V4TQACAKP8R","cs_wg_full_v2_real2","3NXNZ5RS1AY3B4XA75NJR21EU4S791","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","35618","0","1","liquid",,"16000",,,"2018-07-02 14:58:57","20928"
"AN7TDZHL4UFJJ","cs_wg_full_v2_real2","30BXRYBRP4YBGPGUDPJNWZYJ689HW3","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""penguin:true"",""dagger:false"",""balcony:false"",""coffin:true"",""pumpkin:false"",""battery:false"",""hermit:false"",""spiral:false"",""cabinet:false"",""dollar:true"",""silver:false"",""domino:false""]",,"36670",,,"2018-07-02 14:58:58","20929"
"A24BN4WKUH4LR2","cs_wg_full_v2_real2","3E4GGUZ1T8SG6ZJV5QXDLKYMUIIK2S","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""penguin:false"",""dragon:true"",""almond:false"",""coffin:false"",""smoker:true"",""bakery:false"",""animal:false"",""walrus:false"",""tennis:true"",""javelin:false"",""heaven:false"",""bikini:false""]",,"12484",,,"2018-07-02 14:59:06","20930"
"A2OBE0CGMN1RFN","cs_wg_full_v2_real2","31HQ4X3T3SBKV4IBK5OKR2O5HCMSL6","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","43225","0","1","pillar",,"16000",,,"2018-07-02 14:59:11","20931"
"ARSABS3TFA1GU","cs_wg_full_v2_real2","3U5JL4WY5KAWTDXP8NVQ4T3MA5T4XX","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""picture:false"",""flight:false"",""almond:false"",""giraffe:false"",""smoker:false"",""bakery:true"",""summer:false"",""church:false"",""cabinet:true"",""goggles:false"",""trivia:true"",""baptism:false""]",,"13041",,,"2018-07-02 14:59:11","20932"
"A2L26DMSVUEDP6","cs_wg_full_v2_real2","3LRLIPTPEQA5B2EZI5QSR2HK66AAKP","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","22954","0","1","heaven","heaven
walrus
goggles
balcony
parent
","16000",,,"2018-07-02 14:59:11","20933"
"AENL9GIIHVKYP","cs_wg_full_v2_real2","354GIDR5ZB77XZ9DMAJHJCQYJMS00I","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25404","0","1","shiver",,"16000",,,"2018-07-02 14:59:12","20934"
"A35FHY70T3PL8I","cs_wg_full_v2_real2","3JC6VJ2SABK2TJTWBIMMPDY29GFA54","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","27101","0","1","balcony","balcony celery tongue","16000",,,"2018-07-02 14:59:29","20935"
"AENL9GIIHVKYP","cs_wg_full_v2_real2","354GIDR5ZB77XZ9DMAJHJCQYJMS00I","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""costume:false"",""jungle:false"",""balcony:false"",""giraffe:false"",""bucket:false"",""friend:false"",""abdomen:false"",""spiral:false"",""walnut:false"",""dollar:false"",""shiver:true"",""domino:false""]",,"30144",,,"2018-07-02 14:59:43","20936"
"A3FY7A6Z3EVNRX","cs_wg_full_v2_real2","3Z7VU45IPYI4690LMN093GCU6LH1ZE","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","28709",,"0","heaven",,"16000",,,"2018-07-02 14:59:46","20937"
"A3686GG56DXS8W","cs_wg_full_v2_real2","3LEP4MGT3G12G6DHW241I0604FYDBA","memory","Memory","1","[]","1","30","1","14160",,"0","[""liquid"",""church"",""beaver"",""forgery"",""turkey"",""traffic"",""dollar"",""Can't remember"",""Can't remember"",""Can't remember"",""Can't remember"",""Can't remember""]","[""5"",""2"",""12"",""9"",""1"",""10"",""11"","""","""","""","""",""""]","181000",,,"2018-07-02 14:59:51","20938"
"AX972W0CA4HMK","cs_wg_full_v2_real2","39K0FND3AHG01QE23H386F9OVB5AMU","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","25591","0","1","balcony","chimeny balcony","16000",,,"2018-07-02 14:59:51","20939"
"A3FY7A6Z3EVNRX","cs_wg_full_v2_real2","3Z7VU45IPYI4690LMN093GCU6LH1ZE","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""picture:false"",""flight:false"",""factory:false"",""coffee:false"",""basket:false"",""celery:false"",""hermit:false"",""spiral:false"",""sponge:false"",""dollar:false"",""heaven:true"",""baptism:false""]",,"11360",,,"2018-07-02 14:59:58","20940"
"A2UMPV8X9EJTHQ","cs_wg_full_v2_real2","36PW28KO4ZX2P2MPMJFPT74FM9EEA9","memory","Memory","1","[]","1","30","1","78092",,"0","[""Pumpkin"",""Flight"",""Pillar"",""Bikini"",""Demon"",""Celery"",""Factory"",""Barrel"",""Picture"",""Magnet"",""Coffin"",""Shiver""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12""]","181000",,,"2018-07-02 15:00:50","20941"
"A3G0TRR094H7XD","cs_wg_full_v2_real2","340UGXU9DY236MM9NELQTC4VT79VU8","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","35208","0","1","DAGGER
",,"16000",,,"2018-07-02 15:00:53","20942"
"A3G0TRR094H7XD","cs_wg_full_v2_real2","340UGXU9DY236MM9NELQTC4VT79VU8","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""banquet:true"",""dagger:true"",""balcony:true"",""coffin:true"",""basket:true"",""celery:true"",""animal:true"",""barrel:true"",""sponge:true"",""goggles:false"",""silver:true"",""bagpipe:false""]",,"20559",,,"2018-07-02 15:01:14","20943"
"A4LCG4MSNJRUF","cs_wg_full_v2_real2","33C7UALJVLZPMDZYDX0WQWFQ7CB18A","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","24312","0","1","factory","baptism
magnet
factory
","16000",,,"2018-07-02 15:01:21","20944"
"AO81QRI85XLIJ","cs_wg_full_v2_real2","3K2755HG5S4STNPX14QX1QXLJDQFDU","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","53094","0","1",,"priest","16000",,,"2018-07-02 15:01:34","20945"
"A3TZNS3TG01U9B","cs_wg_full_v2_real2","3YDGXNSEOZV6ECWH0FJYOUMTJWK84T","memory","Memory","1","[]","1","26","0","65639",,"0","[""hermit"",""battery"",""beggar"",""shiver"",""walnut"",""javelin"",""basket"",""baptism"",""liquid"",""spiral"",""giraffe"",""baboon""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12""]","181000",,,"2018-07-02 15:01:34","20946"
"A1IWRYUOVXAB0Z","cs_wg_full_v2_real2","3E337GFOL997TZC51IAIFG9RYWSGNC","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","34508","0","1",,,"16000",,,"2018-07-02 15:01:44","20947"
"ATCI5JMO9ORJ9","cs_wg_full_v2_real2","3AUQQEL7U5UNQ0ATP77645GODI5V05","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","48030","0","1","FIREMAN",,"16000",,,"2018-07-02 15:01:49","20948"
"A1K2M824PT0V10","cs_wg_full_v2_real2","3A4TN5196KJ22RAPWYJMK5RGESRHCU","choice-set","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","33723","0","1",,"gles
fer
ker
me","16000",,,"2018-07-02 15:01:55","20949"
"A1IWRYUOVXAB0Z","cs_wg_full_v2_real2","3E337GFOL997TZC51IAIFG9RYWSGNC","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""penguin:false"",""dragon:false"",""balcony:true"",""giraffe:false"",""basket:false"",""bakery:false"",""abdomen:false"",""chorus:false"",""cannon:false"",""goggles:false"",""heaven:false"",""bagpipe:false""]",,"14227",,,"2018-07-02 15:01:59","20950"
"A2FB0CAT7NKHSJ","cs_wg_full_v2_real2","3LWJHTCVCCNMIWT26QWH1P4K2SFFQZ","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37799","0","1","Battery",,"16000",,,"2018-07-02 15:02:00","20951"
"A3D69YDTY6W719","cs_wg_full_v2_real2","33SA9F9TRXVZWFPSNOBHBW16ESHEWK","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","83262","26","0",,,"16000",,,"2018-07-02 15:02:06","20952"
"A1K2M824PT0V10","cs_wg_full_v2_real2","3A4TN5196KJ22RAPWYJMK5RGESRHCU","choice-set","choice-set","2","[21,7,15,6,11,5,13,18,14,12,22,9]","2","-1","-1","-1",,"0","[""penguin:true"",""dagger:true"",""factory:true"",""waffle:false"",""smoker:true"",""battery:false"",""summer:false"",""walrus:false"",""planet:false"",""goggles:false"",""canvas:true"",""bikini:false""]",,"12061",,,"2018-07-02 15:02:08","20953"
"A3UUTFA63Y9TPX","cs_wg_full_v2_real2","3IGI0VL647LVLCT3P1NQKPITPIKNO7","memory","Third-to-last letter late","0","[21,7,15,6,11,5,13,18,14,12,22,9]","0","26","1","37202","0","1",,,"16000",,,"2018-07-02 15:02:15","20954"
