"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A30YR5TPOKQYXJ","cs_wg_mon_conf_time_pilot1","3I7DHKZYGN1XPAA4MY8E3E9TY085FS","240745","988052","Female","1051","No","No","Really just thought of one of the months before the time went out","8+7","elephant","victori","a","zebra",NULL,"2018-10-24 20:17:18","8590"
"A2PC8T3FGQHGK5","cs_wg_mon_conf_time_pilot1","3907X2AHF06HHQGBII2LH1KLGW42PR","298914","1039754","Female","1073","No","No","I thought of June, July, then quickly thought of January.
I was running out of time, so I just wrote that quickly.","16-2","evolve","administration","zebra","daz",NULL,"2018-10-24 20:18:08","8591"
"AYGFIU5LDCXW4","cs_wg_mon_conf_time_pilot1","3X0H8UUIT1P06YUAOJVM0D5L7N5SWE","375985","1263098","Male","1043","No","No","I had something in mind for the vowel example, which is what I considered first--october. After that I went to my birth month, figured it was decent, noticed I had no time left and frantically typed it.","16-2","Three","Mississippi","Zebra","Cortex",NULL,"2018-10-24 20:21:47","8592"
"A2PTZ50APT1KT3","cs_wg_mon_conf_time_pilot1","3X65QVEQI0O4ONTFNJYKCXKNNDGCLC","344110","1252926","Male","1093","No","No","When I saw the letter was supposed to be late in the alphabet I started with months that had any letters late in the alphabet, November was the first one I thought of so that was my answer.","7*","exaggerate","funny","xray",,NULL,"2018-10-24 20:22:18","8593"
"A1CYSGVB90E67S","cs_wg_mon_conf_time_pilot1","3COPXFW7XBDCY6K17O8PHX6FXWPKPU","759528","1470387","Female","1091","No","No","I enjoyed this survey!","12+2 = ","super","Experiment","zoo","excitement",NULL,"2018-10-24 20:25:31","8594"
"A21XVZ0Q2DJKEN","cs_wg_mon_conf_time_pilot1","38SKSKU7R1YV1QFFFTU6N0II0I0LIN","222744","1516868","Male","874","No","No","NICE STUDY","14","eagel","goat
","a","u",NULL,"2018-10-24 20:30:10","8595"
"AZBY9DS8VTPUK","cs_wg_mon_conf_time_pilot1","3ZAZR5XV01JOTCAJ2KPTKCVL2MPZCJ","269799","1400320","Male","1139","No","No","My strategy was to come up with something that was not necessarily the highest paying but still late enough to earn a decent bonus ","8+7","evalu","evaluated","zany","pasty",NULL,"2018-10-24 20:31:03","8596"
"A23UVI0SKMIXJX","cs_wg_mon_conf_time_pilot1","3W2LOLRXLBGXAJ0GKGCEMS6UYEDKRM","343648","1155711","Female","1098","No","No","My strategy was to just think fast so I could answer the question in time ","6+8","deeper","octopus","xylophone","sleepy",NULL,"2018-10-24 20:32:39","8597"
"A2ZQCHONMAJZF","cs_wg_mon_conf_time_pilot1","3YHH42UU5BGKUVYZB350HWIMEOS0LG","324746","1155125","Female","1009","Yes","No","I just memorized which months were bad and counted the vowels.","14","elephant","congratul",,,NULL,"2018-10-24 21:03:05","8598"
"AWSXWPJJPYFMN","cs_wg_mon_conf_time_pilot1","3AWETUDC92TF6FWJUULFVFTGFREZIQ","254695","925132","Male","1105","No","No","No real strategy other than to see which months popped into my head and see what their third letter was. Unsurprisingly, it seems like I was primed by the last task because the I first thought of three of the most valuable months from that section, plus August, which is my birth month. ","16-2","Tennessee","supercalifragilisticex","zebra","Suze",NULL,"2018-10-24 21:06:11","8599"
"A16JWEMJYB2YMZ","cs_wg_mon_conf_time_pilot1","3570Y55XZPK15YGJ8KJTWW7YUKOGYU","246923","999296","Male","1115","No","No","I didn't have a strategy, but May just popped into my mind!","8+7","elevate","Mississippi","zebra","story",NULL,"2018-10-24 21:19:13","8600"
"A1WKWC9C5XIPKV","cs_wg_mon_conf_time_pilot1","379J5II41OHJLLDTJA4F2LKQ8P6ELK","271566","994739","Male","1136","No","No","Just thought of months that were easy to type and settled on June! Best of luck with your study!","15","effervescent","effervescent","zen","jesus",NULL,"2018-10-24 21:22:48","8601"
"A2O0ITS20P8FGU","cs_wg_mon_conf_time_pilot1","38JBBYETQOBNND68DI5YG4IFM3B4EH","323824","1089674","Female","1029","No","No","I randomly started to think of them!","12 + 2","Essential","Vel","fox","azul",NULL,"2018-10-24 21:25:37","8602"
"AE63GABJL0FGJ","cs_wg_mon_conf_time_pilot1","3X1FV8S5JXSK14LE39W9PX34C3OVG2","294449","1243127","Female","1118","No","No","I just frantically tried to think of the third letter of a few different months and wrote my choice down quickly.","16-2","Ember","banana","zebra","blow",NULL,"2018-10-24 21:34:25","8603"
"A1313FML1JIK6S","cs_wg_mon_conf_time_pilot1","3M0BCWMB8VX1PCD8DX9RAOVL3ZYWBW","370793","1207136","Female","1049","No","No","I think really slow but I really tried to the best of my ability. Also, I sincerely like to be helpful and enjoy doing these surveys and studies. If you would like to add me to an email list for future studies/surveys, I am pleased to help anytime. Thank you for your time, efforts and hard work. I do appreciate you and wish you the absolute best.","19","Element ","ha","zebr",,NULL,"2018-10-24 21:34:30","8604"
"A1BDJJ3Z71CDKL","cs_wg_mon_conf_time_pilot1","33LK57MYLT640TZFZ6FTZHZ3OU1ZSD","203923","708516","Male","1012","No","No","Very interesting, I tried to think of any month that didn't have a 'C' as the third letter. ","8+7","easy","exclamation","zylapho","lazy",NULL,"2018-10-25 14:54:20","8606"
"AC5P6OV7E273P","cs_wg_mon_conf_time_pilot1","3IAEQB9FMELU49BSRT0X5EJL6PNDW7","197629","894529","Male","1129","No","No","Tried to think of whatever months came to mind first, then picked one quickly enough so I knew I could write it down.","8+7","peepee","diffeomorphism","zoo","spas",NULL,"2018-10-25 14:54:47","8607"
"A2ZGN8X0LIXZCA","cs_wg_mon_conf_time_pilot1","3BDCF01OGXVHRQUKJBG99OC6Q6PLYU","224064","875600","Female","1087","No","No","just wrote down the first month that I thought of ","8+7","excited","onomatopoeia ","Zoo","xray ",NULL,"2018-10-25 14:55:51","8608"
"A1FZW2UO2TY4T0","cs_wg_mon_conf_time_pilot1","34S6N1K2ZVKV5V4V9BCLNOH30ACHLR","287158","924764","Male","812","No","No","No strategy. Came up with ""September"" just as the timer ran out.","12 + 2","example","sere","zebra",,NULL,"2018-10-25 14:57:38","8609"
"A5HOE492QK1HQ","cs_wg_mon_conf_time_pilot1","3LPW2N6LKT3M8S7UHN3DPEAW8SEU5H","316905","1038029","Female","1092","No","No","I went over the months quickly in my head.","7*2","Bees","superimpose","Zebra","Cows",NULL,"2018-10-25 14:58:21","8610"
"A1GOFX0UOEG283","cs_wg_mon_conf_time_pilot1","3180JW2OT4DDUCW05OZZIC1LRCGJ5A","256808","1102169","Female","1088","No","No","I started thinking of the months when my kids were born.  ","8 ","looseleaf
","supercalifricsousia","aztec","money",NULL,"2018-10-25 14:59:00","8611"
"A1ZHX85H6OKMKK","cs_wg_mon_conf_time_pilot1","3SB5N7Y3O35483KY0C8K44DEICOG0I","264878","956644","Female","856","Yes","No","My strategy was to run through the month as quickly as possible","10+1","beer","supercalaf",,"z",NULL,"2018-10-25 14:59:11","8612"
"AIOJ4BDOSU60X","cs_wg_mon_conf_time_pilot1","3F6KKYWMNB24HF2EZS9A9V6UDDKDNH","227888","843009","Male","1052","No","No",,"8+7=15","tennessee","antidisestablishmentar","zebra","topaz",NULL,"2018-10-25 14:59:55","8613"
"A1DFHCSQEQB1X8","cs_wg_mon_conf_time_pilot1","3KJYX6QCM9CUS6BFBFHCMAVK40IJVH","258511","1085579","Female","1063","No","No","I didn't really have a strategy, I kind of panicked! This was a fun study.","9","beeline","onomatopoeia","zoo","hazy",NULL,"2018-10-25 15:00:00","8614"
"A3VMJIW0DP7007","cs_wg_mon_conf_time_pilot1","32Z9ZLUT1LL3BG7SM3SDF5LXVFHHO8","376152","1088696","Female","864","No","No","none, two months just popped in my head","8+7","elec","enterprenue","zebra",,NULL,"2018-10-25 15:00:34","8615"
"AFA1EC0DWJYR4","cs_wg_mon_conf_time_pilot1","31JLPPHS2UVOH80T7I3BBBKNCAZO38","354333","935031","Male","877","No","No","no","8+7","Tennessee","dumb","Yale","dex",NULL,"2018-10-25 15:00:49","8616"
"A3RE2ZUC7C1TLY","cs_wg_mon_conf_time_pilot1","3WJEQKOXA83351SDAVKAMNLLP9I1AV","238869","907048","Female","1116","No","No",,"7*2","BEEKEEPE","AARDVARK","ZIP","LAY",NULL,"2018-10-25 15:00:57","8617"
"AO9YO8LW3AWGC","cs_wg_mon_conf_time_pilot1","3WMINLGALB4NS42BQS9U3J4CT68ACT","326920","1170882","Male","1039","No","No","there is no strategy, the timer is too fast.  A few of the shorter months came to mind and i picked one.","15","elephant","antidies",,,NULL,"2018-10-25 15:01:23","8618"
"APNC20S7WPGR2","cs_wg_mon_conf_time_pilot1","3FQ5JJ512LPCVL8OR9VXD81KXMGNK3","242204","1096193","Male","1138","Yes","No","Reflecting on it now, I first thought of words that had a lot of letters in them (December) but then March came back into my head just because I remember it being worth the most in Part 2. And then November came into my head because of the letter ""v"" was unique, and luckily it is late in the alphabet.","8+7","beehive","onomp","zoo","topaz",NULL,"2018-10-25 15:01:39","8619"
"AX5YKKRJ8IMN4","cs_wg_mon_conf_time_pilot1","3PMBY0YE2749NLS6YMVU7OTSNOQ9CD","276937","1311170","Female","1070","No","No",,"15","vegetable","inconvien","zebra","cortex",NULL,"2018-10-25 15:02:43","8620"
"A2FOXGYDJRHL7L","cs_wg_mon_conf_time_pilot1","39GHHAVOMFSVYTS0RJGPDKV7RGLJ45","390924","1343300","Male","1126","No","No","I just went through the months and thought November was the best choice.","8+7","euphrates","ridiculous","zebra","sports",NULL,"2018-10-25 15:02:47","8621"
"A2B115J2WDWGNM","cs_wg_mon_conf_time_pilot1","3N4BPTXIO8TPQBSXOA7JR3TE5I9UK2","716280","1292219","Female","1041","No","No","thought about the end of the year, where the names are longer and later in the alphabet","15","enumerated","elephantitis","zoo","syntax",NULL,"2018-10-25 15:03:20","8622"
"A3X5R9X3MN7CL","cs_wg_mon_conf_time_pilot1","34YB12FSQYP1BHR5PHVI21KRLFQMG0","257397","932670","Male","1137","Yes","No","Go down the list of months","8+7","cheese","evironment","zebra","food",NULL,"2018-10-25 15:03:35","8623"
"A3TTGWJFGPQUM5","cs_wg_mon_conf_time_pilot1","36WLNQG78ZB78CRHSXFLOIOLW08EBN","216114","763107","Male","1003","No","No","I had no strategy, kinda struggled with it ","8+7","everywhere","Elephant ",,"yes",NULL,"2018-10-25 15:04:12","8624"
"A31C3CL71TN8PE","cs_wg_mon_conf_time_pilot1","3U0SRXB7CD6YIPLJHT4UEKNYSEARN0","224184","1135500","Female","1110","No","No","I think my brain thought third letter->three letters->May, because it immediately came up with that month, so I checked the third letter, found that it was about as good as I was going to get, double-checked that I couldn't think of any months with 'Z's in them, and really didn't think very hard about any other months.","8 + 7","reeve","antidisestablishmentarianism","zebra","baby",NULL,"2018-10-25 15:04:21","8625"
