"subject","version","assignmentId","cond","question","question_ind","all_values","question_order","comp_check","comp_check_pass","comp_check_rt","comp_check2","comp_check_pass2","choice","scratch","rt","early1","early2","stamp","id"
"A38ICX1LQIPIMN","cs_wg_mon_single_v1_pilot4","3IUZPWIU1O82IFH2JAMK9RECT3FWKD","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","15","0","13145","15","0","january",,"21000",,,"2018-11-08 21:53:31","30637"
"A38ICX1LQIPIMN","cs_wg_mon_single_v1_pilot4","3IUZPWIU1O82IFH2JAMK9RECT3FWKD","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""September"":""1"",""June"":""0"",""December"":""1"",""April"":""1"",""August"":""1"",""February"":""0"",""January"":""0"",""November"":""0"",""July"":""0"",""March"":""0"",""May"":""0"",""October"":""1""}","{""September"":-1,""June"":""2"",""December"":-1,""April"":-1,""August"":-1,""February"":""2"",""January"":""0"",""November"":""2"",""July"":""2"",""March"":""2"",""May"":""4"",""October"":-1}","1250",,,"2018-11-08 21:54:41","30638"
"A1I4GSXUC5KKKJ","cs_wg_mon_single_v1_pilot4","3OB0CAO74HQF5UBUSQ1BHWJ0CUBHYT","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","29788","0","1","November","october
","21000",,,"2018-11-08 21:56:29","30639"
"A079789010EVSPIBCSWFO","cs_wg_mon_single_v1_pilot4","39OWYR0EPKSVRYKOX0DBEB7NWFYFYT","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","18764","0","1","November","January     February     March     April     May     June     July    August   September    October    November    December","21000",,,"2018-11-08 21:57:01","30640"
"A19F75QCU199K8","cs_wg_mon_single_v1_pilot4","3SB5N7Y3O35483KY0C8K44DFLHJG0S","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","26802","0","1","November","s","21000",,,"2018-11-08 21:58:21","30641"
"A1I4GSXUC5KKKJ","cs_wg_mon_single_v1_pilot4","3OB0CAO74HQF5UBUSQ1BHWJ0CUBHYT","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""October"":""0"",""August"":""1"",""January"":""0"",""July"":""1"",""June"":""0"",""May"":""1"",""September"":""0"",""February"":""1"",""December"":""0"",""April"":""0"",""March"":""1"",""November"":""0""}","{""October"":""2"",""August"":-1,""January"":""0"",""July"":-1,""June"":""1"",""May"":-1,""September"":""2"",""February"":-1,""December"":""1"",""April"":""4"",""March"":-1,""November"":""5""}","48488",,,"2018-11-08 21:58:58","30642"
"A079789010EVSPIBCSWFO","cs_wg_mon_single_v1_pilot4","39OWYR0EPKSVRYKOX0DBEB7NWFYFYT","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""April"":""1"",""July"":""0"",""August"":""0"",""January"":""0"",""May"":""1"",""February"":""0"",""June"":""1"",""November"":""0"",""October"":""0"",""March"":""1"",""December"":""0"",""September"":""1""}","{""April"":-1,""July"":""2"",""August"":""3"",""January"":""1"",""May"":-1,""February"":""1"",""June"":-1,""November"":""2"",""October"":""3"",""March"":-1,""December"":""1"",""September"":-1}","46085",,,"2018-11-08 22:00:11","30643"
"A19F75QCU199K8","cs_wg_mon_single_v1_pilot4","3SB5N7Y3O35483KY0C8K44DFLHJG0S","late","choice-set","2","[]","2","-1","-1","-1",,"0","{""June"":""1"",""February"":""1"",""October"":""0"",""April"":""1"",""September"":""0"",""December"":""1"",""November"":""0"",""January"":""1"",""July"":""1"",""May"":""1"",""March"":""0"",""August"":""1""}","{""June"":-1,""February"":-1,""October"":""3"",""April"":-1,""September"":""0"",""December"":-1,""November"":""6"",""January"":-1,""July"":-1,""May"":-1,""March"":""3"",""August"":-1}","52126",,,"2018-11-08 22:00:42","30644"
" COPIEDAD3V6XGQWRD6E","cs_wg_mon_single_v1_pilot4","3BEFOD78W6ULZ1YLUGTHTCNPYFBM4M","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","38383","0","1","may",,"21000",,,"2018-11-08 22:01:02","30645"
"A2VB7O0AZ7AO6A","cs_wg_mon_single_v1_pilot4","3FE2ERCCZX9VOX5G5G0IOENPKBMOPU","late","Third letter late","0","[14,2,18,18,25,14,12,7,16,20,22,3]","0","26","1","33465","0","1","november",,"21000",,,"2018-11-08 22:02:18","30646"
