"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"A1WP31SA23FB8R","cs_wg_mon_freq_v1_pilot1","3Z4XG4ZF48SXCEKRKQL3L5JSCZNX8D","38016","719531","Male","1052","Yes","Yes","nothing","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:18:10","10644"
"A1ZI37LKKJ7UKE","cs_wg_mon_freq_v1_pilot1","3OLQQLKKNSQDQVPTGPS2M67ZC47JEB","88310","863737","Female","1140","No","No","I started writing down the first 3 letters of each month","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:22:27","10645"
"A2AZYU1CT24O0K","cs_wg_mon_freq_v1_pilot1","3R3YRB5GRF4JEYJBCJUUXPQJ856UAM","83654","1063669","Male","1132","No","Yes",,"0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:27:46","10646"
"A1KRTG6IWJ2JVC","cs_wg_mon_freq_v1_pilot1","3HYA4D452RK5QDRH4F6G576IMU02FP","69737","742662","Male","1022","Yes","No",,"0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:30:10","10647"
"A2RFZPWXR7D4I5","cs_wg_mon_freq_v1_pilot1","3WJ1OXY92AHLG1CY9GTP1X8UBEEA8M","23677","747118","Male","1192","No","No","It just instantly came to me.","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:38:52","10648"
"A12GJUCS7AJ4K","cs_wg_mon_freq_v1_pilot1","3TMFV4NEP8FINEF1ALPHJM5L3XKW8M","203066","1490222","Male","1200","No","No","Since it was a time limit, I decided to go from the first month down, although some other months popped in my mind. March seemed like a safe choice, and I almost forgot to write it in the actual answer box instead of the virtual notepad. Thanks for the opportunity - it was interesting. All the best with your research!","0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:46:48","10649"
"A1OSUDB78PPKJV","cs_wg_mon_freq_v1_pilot1","3D8YOU6S9ELIRW78M6DIHKOXCMGU6W","250430","1166799","Male","1186","No","No","Note: sorry on the last section I said January didn't come to mind when it clearly did as that was the answer I wrote!  So November, January and February were my answers!

I didn't really have a strategy for the third letter question I just read the instructions and did what I was told.","0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:47:41","10650"
"A1O67YS3DU0ZHX","cs_wg_mon_freq_v1_pilot1","33M4IA01QG23UJZNJZR3CMEX2RBRXJ","98969","1025202","Female","1162","No","No","At first, the first month I thought of was March. I then went through each  month, isolating the third letter in my head, until I thought of May.","0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:51:51","10651"
"AP20J3ATJ3Y38","cs_wg_mon_freq_v1_pilot1","3NQL1CS15R9KNV6EXFIFWXA9P3IVYM","27377","407665","Male","924","Yes","Yes","good study","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 18:56:04","10652"
"A2E3N9RZBF84SM","cs_wg_mon_freq_v1_pilot1","3X31TUMD7XNK1KJH7M90V11XRK7L1V","75753","728276","Female","1130","No","No","None","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 19:01:24","10653"
"A17OINLIDZ0C14","cs_wg_mon_freq_v1_pilot1","3KKG4CDWKIZ6SHFR57PCOQH53A9948","43830","778438","Female","1168","No","No","I didn't have a strategy. October just popped into my head. Then I realized the third letter in November was closer to the end of the alphabet. May didn't even occur to me, haha.","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 19:08:42","10654"
"A29RTYTL63HPOL","cs_wg_mon_freq_v1_pilot1","3DI28L7YXAF6VE9PQ0MWI6BDINIE1D","27121","405922","Male","958","Yes","Yes","good","1",NULL,NULL,NULL,NULL,NULL,"2018-12-04 19:24:37","10655"
"A3SEVYGVME8FLA","cs_wg_mon_freq_v1_pilot1","3O7L7BFSHEQHVK5NY772A5SZZPNEIZ","67681","851943","Male","1096","No","No","I tried to remember quickly which month had the correct letter in it. I immediately thought of october, but once i wanted to change it, I didn't have enough time left.  But October was the worst word in the first part, and november was the best, i think.  It was very fun and interesting. I enjoyed doing this study. thank you!  ","0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 19:26:23","10656"
"A3RHIFXG8KKSNE","cs_wg_mon_freq_v1_pilot1","3CFVK00FWLMF86KEDSLHQXSEZVZL65","41408","831542","Male","986","Yes","Yes","NO","0",NULL,NULL,NULL,NULL,NULL,"2018-12-04 19:34:49","10657"
"A3JTF21YTIRKV","cs_wg_mon_freq_v1_pilot1","37UQDCYH6XW18BADA6SFJKQCL6CV7S","77136","967236","Male","1148","No","No","I should've just gone through all the months in order in my head, but I panicked a little when I saw the timer come up, so I only thought about 3-4 random months before I settled on September to be safe. Obviously not the best choice -_-","1",NULL,NULL,NULL,NULL,NULL,"2018-12-05 00:17:39","10658"
