"subject","version","assignmentId","instructions_time","total_time","gender","s1_bonus","use_s1","write_down","comments","tr_choices","tr_rt","tr_resp","tr_resp2","tr_resp_correct","tr_resp2_correct","stamp","id"
"AH4QNMYBTB3PG","cs_wg_mon_single_v1_real2","35GMH2SV3EIRR6GQW2K7U2OL72SOEE","67137","860236","Female","766","No","No",,"0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:21:40","9731"
"A2W70YZC90BHY8","cs_wg_mon_single_v1_real2","3RYC5T2D73UYLAXWX8HMI9SUWWEPR9","36065","816118","Female","287","No","No","none","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:22:47","9732"
"ARSQVB39ZEPMN","cs_wg_mon_single_v1_real2","39OWYR0EPKSVRYKOX0DBEB7NXD6FYY","54907","965131","Male","598","No","No","I named all the months in order. ","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:23:13","9733"
"A2WX4KG0ROD4V2","cs_wg_mon_single_v1_real2","3EJPLAJKEMHZDV1ISTCQYC3CA876ZD","54682","969901","Female","758","No","No","I did not have a strategy.  I got confused at the end.  ","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:23:34","9734"
"A3L2CJTA12YOHG","cs_wg_mon_single_v1_real2","3WQQ9FUS6AVQZBHQFUTLW8S0P0BB8Y","78937","978482","Female","758","No","No","I thought of a month - September.
Then I thought of another month to see if that month would be better.
I thought of March, which was better.
Then I thought of my birth month - May, which I then realized was the best answer because no month has a Z, much less as the third letter. So I stopped thinking after May","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:24:00","9735"
"ADNQBINCF8HGN","cs_wg_mon_single_v1_real2","3U4J9857OECMZXC75P1FI8W5EG5B7B","126250","1034654","Female","738","No","No","tried to thimk of the month with the latest letter of the alphabet","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:24:51","9736"
"A11IEP7J8XSE1C","cs_wg_mon_single_v1_real2","3URFVVM165JKF6RJOBATEIHSDUPUZ3","65067","1042996","Male","701","No","No",,"0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:26:57","9737"
"A1DFXCFJXEDT2Z","cs_wg_mon_single_v1_real2","3ZPPDN2SLVXOKJCKUD1PXCTWC36E9Q","107436","1187857","Female","750","No","No","Y is the second to last letter in the alphabet and I know there aren't any Z's so it had to be that one.  I accidentally forgot to hit yes on one of the prior questions and I wasn't able to go back but i entered where it was in my mind. ","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:27:42","9738"
"A1NNT5YUSS8AWF","cs_wg_mon_single_v1_real2","3VP0C6EFSGXZEO2ZD4MWQA73V4PM6C","85237","1206592","Female","769","No","No","No","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:28:03","9739"
"A3TM85O4E7IOUU","cs_wg_mon_single_v1_real2","3QBD8R3Z21K9Z4JX7W8ULGCUUDYO48","70100","1260510","Male","759","No","No","I was thinking of it when it was giving the example question, so I already knew that May was the winner. My thought process was to think through months with Y in them, and May had Y in the third place.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:28:13","9740"
"A3CYHI8UIYCXV8","cs_wg_mon_single_v1_real2","3TVSS0C0E111LY7PDJ0CAI18DEETWL","64967","1266944","Female","537","No","No","I just used my gut feeling and tried to guess","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:29:11","9741"
"A2IH85BMB8V2UL","cs_wg_mon_single_v1_real2","388U7OUMF72VXTTCGN2W38RMOO2R04","114976","1305253","Male","760","No","No","We are currently in November, so it was the first in my mind and it happened to had a letter close to the end of the alphabet. When the months came up during the questions, I had an aww man moment when May came up because I was really only thinking months with more letters and not the short months.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:29:18","9742"
"A3BGQS3TMP7RQG","cs_wg_mon_single_v1_real2","3MD9PLUKKIF7KG7ARAY70NPY5YWNZ4","75793","1345499","Male","771","No","Yes",,"0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:29:23","9743"
"A19TQ1VHUUZ7AI","cs_wg_mon_single_v1_real2","3GFK2QRXX9IZ0WWZCNIE72VUXBU5W8","44314","900447","Female","697","No","No","I went through all the months in order until I got to May, which has Y as the third letter and no months have z in it","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:29:33","9744"
"A1XLVE72VG2CB1","cs_wg_mon_single_v1_real2","3R3YRB5GRF4JEYJBCJUUXPQJ49IAUI","80199","1366457","Female","625","No","No","I WAS QUICKLY TRYING TO RUN THROUGH THE MONTHS WHILE SPELLING OUT THE FIRST 3 LETTERS. ","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:10","9745"
"A2UEJJ7B8UCRAL","cs_wg_mon_single_v1_real2","3A9AA95ATWN9GNZY014JF8NY4EPP5V","84669","1335954","Male","753","No","Yes","I thought about October and the third letter was t which was pretty far into the alphabet.  it was pretty much the only month i considered","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:36","9746"
"A26XAJYUEOGOU5","cs_wg_mon_single_v1_real2","3RKNTXVS3MZKX0PWXD3CKLSP5WVA4W","75638","1075705","Female","753","No","No","I just thought of a few months and when I hit r, I went with it....","0",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:40","9747"
"A6EBGUSAN3950","cs_wg_mon_single_v1_real2","3TPWUS5F892KZH5ERX5ML814PSEWC5","126259","1338719","Female","767","No","Yes","I messed up on the last part, sorry!
My strategy was just trying to remember the names and letter placements.  I picked the wrong answer.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:52","9748"
"A2D2ER8CDIJS2","cs_wg_mon_single_v1_real2","351SEKWQS0IYZXHENRUAWGHVCQCMD4","132713","1352579","Female","740","No","No","I didn't really have a strategy just used the first letter that came to mind.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:57","9749"
"A1TNAK7Q0IH8VO","cs_wg_mon_single_v1_real2","36AHBNMV1RDYTE6S6UILQB42L0QYD6","75797","1233054","Female","674","No","No","My mind went completely blank, and I could not for the life of me think of any words from part one at all.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:58","9750"
"A1GUQPKVJMAOWE","cs_wg_mon_single_v1_real2","3LUY3GC63Z1O3RDHOUJGDS1UVKL7PT","102969","1217728","Female","758","No","No","my birthday","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:30:58","9751"
"A3PLJLUKN3PEA2","cs_wg_mon_single_v1_real2","3MH9DQ757WDKOPWEYJM4TB1M24VGU0","102178","1362814","Female","776","No","No","Count numbers in my head, going through the months mostly in order, and the choose an answer too soon, not getting the best one, because I was flustered by the countdown. November would have been a better answer, and I didn't get there before I wimped out. I hated that activity. I am one of those people who learns and remembers better with a pen in my hand.","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:31:05","9752"
"AFT9SQXP3W6OG","cs_wg_mon_single_v1_real2","3NKQQ8O39Y6HC5MNWTLWNQYPPCGUD5","61999","1079771","Female","767","No","No","I thought of the later letters in the alphabet ","1",NULL,NULL,NULL,NULL,NULL,"2018-11-14 18:31:31","9753"
